delta_pose,ir
[-0.008726  0.000090  0.024640],	[ 0.173  0.452  0.046  0.050  0.348  0.281]
[-0.013090  0.000014  0.008213],	[ 0.198  0.452  0.044  0.054  0.348  0.273]
[-0.009599 -0.000047 -0.008213],	[ 0.199  0.452  0.045  0.039  0.499  0.275]
[-0.015271 -0.000084 -0.012320],	[ 0.218  0.488  0.048  0.077  0.403  0.273]
[-0.015270 -0.000190 -0.020533],	[ 0.243  0.452  0.052  0.109  0.258  0.279]
[-0.010035 -0.000065 -0.012320],	[ 0.253  0.446  0.051  0.277  0.421  0.283]
[-0.013518 -0.000437 -0.053387],	[ 0.282  0.446  0.054  0.422  0.521  0.294]
[-0.007410 -0.000288 -0.086240],	[ 0.282  0.424  0.069  0.177  0.499  0.307]
[-0.011325 -0.000519 -0.123200],	[ 0.314  0.440  0.077  0.051  0.356  0.281]
[-0.007416 -0.000115 -0.045173],	[ 0.298  0.452  0.088  0.044  0.430  0.290]
[-0.012653 -0.000056 -0.020533],	[ 0.335  0.440  0.085  0.063  0.499  0.279]
[-0.007854  0.000009  0.000000],	[ 0.342  0.476  0.083  0.141  0.605  0.283]
[-0.013090 -0.000059 -0.008213],	[ 0.354  0.452  0.079  0.254  0.363  0.277]
[-0.008290  0.000034  0.004107],	[ 0.358  0.446  0.077  0.286  0.458  0.298]
[-0.012653  0.000088  0.012320],	[ 0.383  0.440  0.073  0.254  0.555  0.289]
[-0.012217  0.000027  0.008213],	[ 0.366  0.464  0.071  0.170  0.421  0.273]
[-0.009163  0.000038  0.012320],	[ 0.370  0.446  0.064  0.422  0.395  0.247]
[-0.014397  0.000217  0.028747],	[ 0.392  0.452  0.057  0.586  0.334  0.255]
[-0.009163  0.000061  0.012320],	[ 0.383  0.446  0.049  0.407  0.468  0.273]
[-0.013961  0.000174  0.024640],	[ 0.406  0.435  0.045  0.497  0.751  0.275]
[-0.010472  0.000072  0.016427],	[ 0.401  0.429  0.031  0.479  0.488  0.281]
[-0.013086  0.000276  0.041067],	[ 0.406  0.446  0.031  0.772  0.421  0.307]
[-0.013523  0.000254  0.036960],	[ 0.421  0.335  0.187  0.666  0.412  0.281]
[-0.008290  0.000030  0.004107],	[ 0.446  0.429  0.383  0.666  0.448  0.316]
[-0.008290 -0.000029 -0.004107],	[ 0.446  0.452  0.692  0.608  0.646  0.312]
[-0.012654 -0.000047 -0.004107],	[ 0.457  0.458  0.317  0.691  0.592  0.287]
[-0.012217 -0.000032 -0.008213],	[ 0.452  0.424  0.692  0.619  0.421  0.302]
[-0.007854 -0.000063 -0.016427],	[ 0.463  0.429  0.281  0.422  0.689  0.292]
[-0.010471 -0.000086 -0.016427],	[ 0.457  0.424  0.655  0.347  0.379  0.290]
[-0.006981 -0.000022 -0.008213],	[ 0.474  0.388  0.322  0.801  0.430  0.290]
[-0.009163  0.000022  0.004107],	[ 0.457  0.446  0.609  0.488  0.421  0.290]
[-0.005236 -0.000014  0.000000],	[ 0.431  0.452  0.328  0.359  0.341  0.279]
[-0.007418 -0.000007  0.004107],	[ 0.457  0.435  0.643  0.422  0.478  0.298]
[-0.006109 -0.000034 -0.008213],	[ 0.486  0.429  0.474  0.400  0.949  0.294]
[-0.003491 -0.000009  0.000000],	[ 0.486  0.446  0.243  0.515  0.412  0.281]
[-0.004800  0.000009  0.004107],	[ 0.498  0.435  0.465  0.470  0.371  0.233]
[-0.003054  0.000011  0.004107],	[ 0.480  0.435  0.296  0.414  0.379  0.249]
[-0.004800  0.000014  0.004107],	[ 0.510  0.429  0.500  0.454  0.395  0.261]
[-0.002618  0.000004  0.000000],	[ 0.486  0.452  0.286  0.414  0.580  0.251]
[-0.005236 -0.000002  0.000000],	[ 0.498  0.419  0.433  0.462  0.439  0.211]
[-0.003054 -0.000009 -0.004107],	[ 0.480  0.429  0.333  0.359  0.458  0.213]
[-0.005236 -0.000002  0.000000],	[ 0.510  0.429  0.509  0.437  0.458  0.207]
[-0.003491 -0.000013 -0.008213],	[ 0.480  0.435  0.306  0.454  0.356  0.152]
[-0.005236 -0.000052 -0.016427],	[ 0.523  0.429  0.655  0.462  0.328  0.120]
[-0.005672 -0.000014 -0.004107],	[ 0.504  0.435  0.322  0.454  0.302  0.081]
[-0.003927 -0.000009 -0.004107],	[ 0.486  0.707  0.598  0.430  0.544  0.051]
[-0.005236  0.000034  0.008213],	[ 0.510  0.424  0.301  0.479  0.592  0.056]
[-0.003491  0.000005  0.000000],	[ 0.510  0.435  0.632  0.515  0.439  0.059]
[-0.006981  0.000036  0.008213],	[ 0.523  0.429  0.404  0.454  0.363  0.062]
[-0.004800  0.000009  0.004107],	[ 0.480  0.446  0.598  0.454  0.499  0.062]
[-0.006981  0.000004  0.000000],	[ 0.510  0.429  0.465  0.422  0.689  0.064]
[-0.005236 -0.000011  0.000000],	[ 0.523  0.440  0.717  0.422  0.439  0.067]
[-0.007854  0.000056  0.016427],	[ 0.536  0.413  0.655  0.422  0.412  0.069]
[-0.009161  0.000151  0.036960],	[ 0.550  0.429  0.620  0.372  0.468  0.072]
[-0.006544  0.000090  0.028747],	[ 0.563  0.435  0.441  0.597  0.458  0.064]
[-0.010906  0.000193  0.036960],	[ 0.563  0.408  0.390  0.654  0.379  0.054]
[-0.007853  0.000093  0.024640],	[ 0.592  0.424  0.390  1.071  0.499  0.064]
[-0.011344  0.000063  0.016427],	[ 0.608  0.435  0.396  0.080  0.555  0.061]
[-0.006545  0.000002  0.004107],	[ 0.571  0.435  0.396  0.065  0.646  0.063]
[-0.006545  0.000027  0.012320],	[ 0.592  0.398  0.376  0.068  0.689  0.058]
[-0.004363  0.000013  0.008213],	[ 0.615  0.429  0.370  0.065  0.430  0.059]
[-0.006108  0.000041  0.016427],	[ 0.615  0.429  0.383  0.065  0.499  0.058]
[-0.003927 -0.000002  0.004107],	[ 0.639  0.408  0.339  0.063  0.395  0.058]
[-0.006545  0.000016  0.004107],	[ 0.623  0.408  0.317  0.058  0.458  0.058]
[-0.006545 -0.000000  0.004107],	[ 0.656  0.408  0.317  0.063  0.646  0.056]
[-0.004800  0.000018  0.004107],	[ 0.647  0.408  0.383  0.059  0.499  0.059]
[-0.006545  0.000032  0.012320],	[ 0.690  0.170  0.322  0.064  0.544  0.056]
[-0.004800  0.000002  0.004107],	[ 0.717  0.403  0.301  0.064  0.488  0.055]
[-0.006981 -0.000011  0.000000],	[ 0.717  0.424  0.306  0.063  0.458  0.055]
[-0.004800 -0.000014 -0.004107],	[ 0.673  0.398  0.390  0.066  0.499  0.055]
[-0.009598 -0.000149 -0.032853],	[ 0.656  0.408  0.322  0.063  0.356  0.058]
[-0.006545 -0.000043 -0.020533],	[ 0.615  0.383  0.363  0.061  0.136  0.061]
[-0.010036  0.000014 -0.004107],	[ 0.656  0.408  0.345  0.061  0.119  0.064]
[-0.010472  0.000000  0.000000],	[ 0.639  0.403  0.390  0.062  0.035  0.067]
[-0.007854 -0.000020  0.000000],	[ 0.656  0.379  0.351  0.060  0.043  0.064]
[-0.010472 -0.000002  0.000000],	[ 0.647  0.452  0.370  0.058  0.045  0.064]
[-0.008290 -0.000014 -0.004107],	[ 0.585  0.369  0.411  0.059  0.046  0.060]
[-0.011781  0.000025  0.004107],	[ 0.681  0.383  0.557  0.057  0.053  0.059]
[-0.009163 -0.000014 -0.004107],	[ 0.664  0.356  0.281  0.054  0.052  0.069]
[-0.012654 -0.000036 -0.004107],	[ 0.647  0.348  0.069  0.055  0.052  0.073]
[-0.008290  0.000034  0.004107],	[ 0.745  0.339  0.063  0.052  0.046  0.070]
[-0.013526  0.000050  0.004107],	[ 0.699  0.316  0.060  0.054  0.054  0.072]
[-0.013526 -0.000011 -0.004107],	[ 0.690  0.324  0.066  0.054  0.058  0.075]
[-0.009599  0.000014  0.000000],	[ 0.726  0.282  0.059  0.051  0.055  0.075]
[-0.013526  0.000030  0.004107],	[ 0.745  0.260  0.062  0.051  0.058  0.076]
[-0.010036  0.000030  0.004107],	[ 0.664  0.252  0.054  0.052  0.059  0.077]
[-0.013963  0.000020  0.000000],	[ 0.755  0.213  0.062  0.052  0.060  0.076]
[-0.008726  0.000045  0.008213],	[ 0.717  0.196  0.054  0.052  0.060  0.076]
[-0.011781  0.000056  0.012320],	[ 0.755  0.167  0.044  0.052  0.063  0.074]
[-0.007418 -0.000004 -0.004107],	[ 0.785  0.170  0.057  0.052  0.054  0.075]
[-0.010035  0.000072  0.012320],	[ 0.755  0.133  0.057  0.052  0.068  0.070]
[-0.006108  0.000066  0.016427],	[ 0.765  0.116  0.059  0.052  0.065  0.068]
[-0.007417  0.000066  0.012320],	[ 0.795  0.101  0.055  0.048  0.066  0.070]
[-0.004800  0.000014  0.004107],	[ 0.816  0.086  0.052  0.048  0.058  0.064]
[-0.002182  0.000004 -0.004107],	[ 0.755  0.086  0.057  0.051  0.067  0.068]
[-0.001309 -0.000002 -0.004107],	[ 0.755  0.082  0.052  0.050  0.069  0.068]
[-0.000873  0.000002  0.000000],	[ 0.745  0.062  0.054  0.054  0.067  0.064]
[-0.000873  0.000004  0.000000],	[ 0.775  0.080  0.054  0.055  0.069  0.055]
[ 0.000873 -0.000000  0.000000],	[ 0.681  0.081  0.056  0.058  0.058  0.058]
[ 0.000436 -0.000002 -0.020533],	[ 0.726  0.082  0.054  0.053  0.066  0.068]
[-0.000436  0.000000 -0.004107],	[ 0.745  0.081  0.058  0.051  0.066  0.068]
[-0.000000  0.000002 -0.008213],	[ 0.765  0.086  0.057  0.051  0.066  0.067]
[ 0.000436  0.000007 -0.028747],	[ 0.745  0.088  0.056  0.047  0.064  0.068]
[ 0.000436  0.000000 -0.028747],	[ 0.805  0.074  0.064  0.045  0.062  0.065]
[ 0.000436  0.000000 -0.004107],	[ 0.736  0.098  0.062  0.045  0.060  0.065]
[-0.000000  0.000000  0.000000],	[ 0.765  0.097  0.063  0.044  0.063  0.064]
[-0.000000  0.000000  0.000000],	[ 0.785  0.098  0.063  0.045  0.061  0.064]
[ 0.000000 -0.000002 -0.008213],	[ 0.656  0.097  0.064  0.044  0.052  0.064]
[-0.000000  0.000000  0.008213],	[ 0.745  0.101  0.062  0.041  0.062  0.067]
[ 0.000436  0.000002  0.028747],	[ 0.765  0.098  0.065  0.043  0.060  0.064]
[-0.000000  0.000000  0.000000],	[ 0.717  0.100  0.063  0.043  0.061  0.064]
[-0.000000  0.000000  0.000000],	[ 0.785  0.095  0.062  0.045  0.056  0.068]
[-0.000000  0.000000  0.000000],	[ 0.745  0.115  0.066  0.045  0.058  0.067]
[ 0.000000  0.000002  0.008213],	[ 0.726  0.096  0.062  0.044  0.060  0.070]
[-0.000000  0.000000  0.000000],	[ 0.755  0.100  0.066  0.048  0.060  0.068]
[ 0.000000  0.000002  0.016427],	[ 0.736  0.097  0.064  0.048  0.063  0.068]
[ 0.000436 -0.000004  0.028747],	[ 0.775  0.089  0.057  0.048  0.063  0.068]
[ 0.000872 -0.000013  0.098560],	[ 1.144  0.075  0.050  0.055  0.069  0.064]
[ 0.000872 -0.000020  0.106773],	[ 0.277  0.081  0.035  0.062  0.074  0.042]
[ 0.001737 -0.000143  0.197120],	[ 0.647  0.133  0.024  0.108  0.086  0.037]
[ 0.001740 -0.000114  0.156053],	[ 0.870  0.142  0.021  0.036  0.109  0.041]
[ 0.000872 -0.000023  0.065707],	[ 1.031  0.167  0.020  0.046  0.121  0.041]
[ 0.000436 -0.000018  0.061600],	[ 1.662  0.178  0.020  0.048  0.119  0.041]
[ 0.000000  0.000000  0.024640],	[ 0.310  0.216  0.021  0.037  0.134  0.042]
[ 0.000436  0.000002  0.028747],	[ 0.234  0.236  0.021  0.038  0.132  0.042]
[ 0.000000  0.000002  0.008213],	[ 0.188  0.247  0.020  0.035  0.111  0.042]
[ 0.000000  0.000002  0.008213],	[ 0.199  0.258  0.020  0.036  0.132  0.045]
[ 0.000000  0.000000  0.008213],	[ 0.189  0.244  0.022  0.037  0.121  0.044]
[ 0.000000  0.000002  0.008213],	[ 0.188  0.249  0.022  0.033  0.115  0.044]
[ 0.000000  0.000000  0.000000],	[ 0.183  0.244  0.022  0.033  0.103  0.044]
[ 0.000000  0.000000  0.008213],	[ 0.186  0.247  0.023  0.033  0.095  0.044]
[ 0.000436 -0.000005  0.028747],	[ 0.167  0.249  0.023  0.031  0.088  0.046]
[ 0.000436 -0.000002  0.028747],	[ 0.158  0.282  0.024  0.027  0.081  0.048]
[ 0.000436 -0.000023  0.061600],	[ 0.142  0.352  0.027  0.023  0.114  0.050]
[ 0.000872 -0.000025  0.041067],	[ 0.133  0.369  0.026  0.022  0.200  0.056]
[ 0.000436 -0.000013  0.086240],	[ 0.110  0.305  0.038  0.019  0.448  0.066]
[ 0.000000  0.000005  0.065707],	[ 0.100  0.298  0.073  0.017  0.138  0.075]
[ 0.000002  0.000038  0.106773],	[ 0.085  0.275  0.083  0.016  0.218  0.094]
[ 0.000872 -0.000023  0.065707],	[ 0.078  0.260  0.045  0.016  0.190  0.105]
[ 0.000437 -0.000004  0.119093],	[ 0.067  0.236  0.052  0.019  0.521  0.147]
[ 0.000001  0.000016  0.139626],	[ 0.064  0.236  0.044  0.025  0.646  0.304]
[-0.000000 -0.000011  0.098560],	[ 0.056  0.187  0.035  0.032  1.171  0.314]
[ 0.000869 -0.000073  0.164266],	[ 0.052  0.162  0.019  0.040  0.646  0.253]
[ 0.000001  0.000009  0.123200],	[ 0.056  0.216  0.005  0.044  0.592  0.324]
[ 0.000434 -0.000032  0.209440],	[ 0.061  0.234 -0.003  0.077  0.148  0.341]
[-0.000001 -0.000023  0.139626],	[ 0.090  0.291 -0.009  0.114  0.091  0.354]
[-0.000000  0.000009  0.197120],	[ 0.113  0.331 -0.005  0.070  0.056  0.316]
[-0.000436  0.000016  0.135520],	[ 0.091  0.379  0.010  0.070  0.046  0.159]
[ 0.000004  0.000032  0.180693],	[ 0.069  0.435  0.028  0.057  0.037  0.107]
[-0.000436 -0.000000  0.102666],	[ 0.058  0.440  0.100  0.058  0.038  0.091]
[-0.000873  0.000018  0.090346],	[ 0.054  0.435  0.064  0.058  0.042  0.078]
[ 0.000437  0.000002  0.028747],	[ 0.052  0.429  0.058  0.058  0.042  0.077]
[-0.000436  0.000002  0.012320],	[ 0.046  0.435  0.055  0.061  0.042  0.075]
[ 0.000000  0.000000  0.000000],	[ 0.051  0.440  0.057  0.057  0.041  0.074]
[-0.000436 -0.000000 -0.004107],	[ 0.051  0.508  0.058  0.060  0.041  0.074]
[-0.001745 -0.000000 -0.008213],	[ 0.052  0.435  0.060  0.056  0.044  0.074]
[-0.002182  0.000009  0.012320],	[ 0.050  0.440  0.066  0.059  0.036  0.071]
[-0.007852  0.000159  0.049280],	[ 0.058  0.452  0.074  0.059  0.046  0.068]
[-0.008724  0.000176  0.049280],	[ 0.069  0.424  0.072  0.061  0.053  0.065]
[-0.015270  0.000158  0.036960],	[ 0.079  0.446  0.073  0.060  0.052  0.061]
[-0.013526 -0.000004 -0.004107],	[ 0.097  0.458  0.071  0.061  0.056  0.054]
[-0.008727  0.000002  0.000000],	[ 0.103  0.476  0.070  0.060  0.054  0.057]
[-0.011345 -0.000013  0.000000],	[ 0.119  0.446  0.072  0.063  0.053  0.056]
[-0.007854 -0.000023 -0.008213],	[ 0.127  0.458  0.073  0.058  0.052  0.063]
[-0.012217 -0.000032 -0.008213],	[ 0.136  0.470  0.071  0.059  0.052  0.065]
[-0.009163  0.000014  0.004107],	[ 0.136  0.452  0.072  0.056  0.055  0.065]
[-0.016143  0.000143  0.020533],	[ 0.161  0.452  0.067  0.058  0.054  0.065]
[-0.010472  0.000054  0.008213],	[ 0.169  0.440  0.064  0.058  0.054  0.068]
[-0.015708  0.000102  0.016427],	[ 0.188  0.482  0.066  0.051  0.055  0.065]
[-0.010472 -0.000000  0.000000],	[ 0.203  0.470  0.061  0.054  0.058  0.121]
[-0.017888  0.000208  0.020533],	[ 0.210  0.446  0.060  0.054  0.060  0.298]
[-0.013961  0.000190  0.032853],	[ 0.220  0.476  0.058  0.134  0.060  0.267]
[-0.013960  0.000224  0.032853],	[ 0.222  0.470  0.055  0.200  0.061  0.269]
[-0.017886  0.000303  0.036960],	[ 0.237  0.446  0.051  0.393  0.060  0.257]
[-0.015704  0.000297  0.041067],	[ 0.251  0.413  0.051  0.430  0.050  0.249]
[-0.019191  0.000460  0.049280],	[ 0.266  0.446  0.049  0.430  0.057  0.247]
[-0.012213  0.000271  0.049280],	[ 0.294  0.435  0.048  0.407  0.056  0.239]
[-0.014388  0.000464  0.078026],	[ 0.285  0.424  0.043  0.744  0.065  0.241]
[-0.008289  0.000133  0.045173],	[ 0.379  0.424  0.038  0.815  0.067  0.241]
[-0.011343  0.000158  0.041067],	[ 0.571  0.424  0.074  1.071  0.066  0.241]
[-0.006109  0.000027  0.008213],	[ 0.647  0.452  0.214  0.978  0.066  0.219]
[-0.008289 -0.000116 -0.020533],	[ 0.578  0.435  0.311  1.090  0.063  0.221]
[-0.006540 -0.000219 -0.061600],	[ 0.321  0.488  0.232  1.071  0.055  0.247]
[-0.010887 -0.000546 -0.119093],	[ 0.324  0.429  0.140  1.033  0.033  0.241]
[-0.008724 -0.000176 -0.049280],	[ 0.350  0.408  0.122  0.927  0.033  0.243]
[-0.011345  0.000004 -0.008213],	[ 0.366  0.429  0.174  1.071  0.073  0.239]
[-0.009598  0.000113  0.032853],	[ 0.346  0.408  0.376  0.565  0.334  0.243]
[-0.006106  0.000147  0.065707],	[ 0.370  0.440  0.370  1.090  0.152  0.251]
[-0.009580  0.000508  0.123200],	[ 0.401  0.429  0.426  0.525  0.069  0.241]
[-0.008724  0.000179  0.049280],	[ 0.690  0.831  0.396  1.071  0.057  0.241]
[-0.010908  0.000082  0.020533],	[ 0.504  0.446  0.441  0.488  0.078  0.239]
[-0.006545  0.000011  0.004107],	[ 0.426  0.429  0.491  1.090  0.150  0.241]
[-0.006545 -0.000018 -0.004107],	[ 0.411  0.446  0.441  0.535  0.239  0.241]
[-0.008290 -0.000000  0.004107],	[ 0.436  0.435  0.457  1.090  0.321  0.237]
[-0.006980  0.000102  0.032853],	[ 0.298  0.429  0.491  0.575  0.568  0.243]
[-0.005235  0.000059  0.024640],	[ 0.222  0.429  0.465  0.961  0.646  0.231]
[-0.009159  0.000228  0.053387],	[ 0.230  0.661  0.567  0.786  0.660  0.241]
[-0.006108  0.000070  0.024640],	[ 0.310  0.429  0.509  0.555  1.171  0.231]
[-0.009159  0.000231  0.061600],	[ 0.350  0.424  0.704  0.242  0.970  0.229]
[-0.009160  0.000183  0.053387],	[ 0.307  0.424  0.844  0.194  0.328  0.243]
[-0.010903  0.000283  0.061600],	[ 0.310  0.429  0.547  0.200  0.395  0.241]
[-0.007853  0.000129  0.041067],	[ 0.263  0.458  0.235  0.296  0.568  0.215]
[-0.013090  0.000056  0.016427],	[ 0.282  0.452  0.163  0.227  1.033  0.215]
[-0.009163  0.000018  0.004107],	[ 0.285  0.452  0.174  0.488  1.171  0.231]
[-0.014399 -0.000013 -0.004107],	[ 0.301  0.452  0.202  0.488  0.970  0.233]
[-0.008727  0.000011  0.000000],	[ 0.317  0.440  0.193  0.608  0.258  0.227]
[-0.011781 -0.000061 -0.012320],	[ 0.324  0.452  0.193  0.210  0.248  0.227]
[-0.006981 -0.000022 -0.008213],	[ 0.339  0.452  0.187  0.172  0.321  0.217]
[-0.010472 -0.000034 -0.008213],	[ 0.335  0.424  0.172  0.063  0.478  0.211]
[-0.007854 -0.000005  0.000000],	[ 0.350  0.452  0.185  0.048  0.767  0.207]
[-0.010472 -0.000041 -0.008213],	[ 0.321  0.435  0.170  0.051  0.735  0.211]
[-0.006981 -0.000029 -0.008213],	[ 0.366  0.429  0.185  0.060  0.119  0.199]
[-0.010472 -0.000070 -0.008213],	[ 0.388  0.424  0.182  0.066  0.186  0.193]
[-0.010035 -0.000045 -0.004107],	[ 0.379  0.429  0.182  0.068  0.218  0.187]
[-0.005672 -0.000020 -0.004107],	[ 0.411  0.424  0.177  0.074  0.321  0.180]
[-0.007418 -0.000030 -0.004107],	[ 0.421  0.429  0.218  0.076  0.218  0.178]
[-0.004363 -0.000007  0.000000],	[ 0.401  0.429  0.182  0.083  0.214  0.171]
[-0.006981 -0.000023 -0.008213],	[ 0.411  0.429  0.208  0.084  0.218  0.178]
[-0.006545 -0.000050 -0.020533],	[ 0.446  0.446  0.174  0.088  0.210  0.164]
[-0.007853 -0.000116 -0.032853],	[ 0.463  0.429  0.156  0.087  0.193  0.157]
[-0.012650 -0.000253 -0.045173],	[ 0.342  0.429  0.140  0.088  0.230  0.154]
[-0.011779 -0.000158 -0.036960],	[ 0.256  0.424  0.139  0.086  0.253  0.150]
[-0.013525 -0.000138 -0.020533],	[ 0.266  0.429  0.158  0.091  0.222  0.159]
[-0.010035 -0.000082 -0.012320],	[ 0.266  0.429  0.179  0.096  0.200  0.201]
[-0.008278 -0.000403 -0.102666],	[ 0.905  0.435  0.259  0.091  0.177  0.298]
[-0.006544 -0.000113 -0.028747],	[ 1.004  0.424  0.643  0.082  0.172  0.294]
[-0.011343 -0.000174 -0.032853],	[ 0.656  0.429  0.829  0.084  0.172  0.292]
[-0.008726 -0.000102 -0.032853],	[ 0.563  0.440  0.717  0.080  0.169  0.283]
[-0.015267 -0.000322 -0.045173],	[ 0.480  0.435  0.704  0.085  0.134  0.289]
[-0.010034 -0.000163 -0.036960],	[ 0.492  0.424  0.527  0.083  0.279  0.290]
[-0.018753 -0.000487 -0.061600],	[ 0.324  0.429  0.500  0.077  0.751  0.281]
[-0.013524 -0.000202 -0.036960],	[ 0.310  0.272  0.632  0.082  0.328  0.283]
[-0.020934 -0.000557 -0.057493],	[ 0.106  0.403  0.814  0.076  0.660  0.265]
[-0.013086 -0.000269 -0.041067],	[ 0.463  0.398  0.757  0.076  0.421  0.281]
[-0.016121 -0.000704 -0.110880],	[ 1.425  0.369  0.829  0.077  0.448  0.279]
[-0.009161 -0.000152 -0.045173],	[ 0.917  0.369  0.692  0.077  0.646  0.281]
[-0.011780 -0.000104 -0.020533],	[ 0.893  0.365  0.799  0.072  0.421  0.273]
[-0.011780 -0.000093 -0.012320],	[ 0.795  0.369  0.757  0.073  0.334  0.281]
[-0.007418 -0.000007 -0.004107],	[ 0.826  0.352  0.859  0.072  0.580  0.267]
[-0.010908 -0.000002 -0.004107],	[ 0.848  0.369  0.093  0.076  0.632  0.265]
[-0.007418  0.000014  0.004107],	[ 0.882  0.331  0.073  0.073  0.544  0.273]
[-0.010908 -0.000002 -0.004107],	[ 0.893  0.327  0.078  0.074  0.555  0.261]
[-0.006981 -0.000018 -0.008213],	[ 0.775  0.320  0.079  0.073  0.488  0.249]
[-0.009163  0.000056  0.012320],	[ 0.882  0.302  0.076  0.076  0.499  0.237]
[-0.007417  0.000065  0.020533],	[ 0.905  0.282  0.073  0.076  0.499  0.233]
[-0.011343  0.000143  0.032853],	[ 0.991  0.258  0.070  0.072  0.592  0.253]
[-0.009160  0.000177  0.036960],	[ 1.600  0.242  0.066  0.076  0.341  0.261]
[-0.004798  0.000093  0.045173],	[ 1.462  0.236  0.062  0.072  0.499  0.257]
[-0.004794  0.000210  0.086240],	[ 0.155  0.247  0.057  0.080  0.387  0.275]
[-0.003052  0.000084  0.061600],	[ 0.446  0.269  0.050  0.088  0.302  0.281]
[-0.003486  0.000143  0.098560],	[ 0.647  0.282  0.051  0.089  0.767  0.271]
[-0.004799  0.000077  0.053387],	[ 0.905  0.278  0.050  0.106  0.448  0.281]
[-0.006109  0.000016  0.008213],	[ 1.086  0.269  0.050  0.116  0.619  0.281]
[-0.006981  0.000023  0.000000],	[ 1.031  0.269  0.058  0.132  0.363  0.271]
[-0.009162  0.000138  0.028747],	[ 1.407  0.263  0.061  0.183  0.532  0.283]
[-0.011776  0.000297  0.053387],	[ 1.205  0.252  0.064  0.170  0.568  0.281]
[-0.008286  0.000210  0.061600],	[ 0.298  0.229  0.071  0.072  0.719  0.294]
[-0.013073  0.000562  0.106773],	[ 0.480  0.252  0.081  0.079  0.468  0.277]
[-0.008284  0.000267  0.069813],	[ 0.736  0.255  0.085  0.055  0.458  0.253]
[-0.015682  0.000752  0.106773],	[ 0.436  0.305  0.177  0.037  1.171  0.255]
[-0.010468  0.000238  0.057493],	[ 0.241  0.282  0.087  0.015  0.544  0.336]
[-0.016136  0.000441  0.061600],	[ 0.234  0.288  0.088  0.004  0.218  0.353]
[-0.011344  0.000109  0.024640],	[ 0.239  0.295  0.085 -0.029  0.129  0.347]
[-0.012217  0.000002  0.008213],	[ 0.241  0.291  0.089 -0.050  0.200  0.353]
[-0.000873 -0.000002 -0.008213],	[ 0.251  0.272  0.090 -0.050  0.253  0.351]
[ 0.000000 -0.000000  0.000000],	[ 0.256  0.266  0.093 -0.050  0.200  0.351]
[ 0.002618 -0.000027  0.024640],	[ 0.253  0.476  0.089 -0.050  0.180  0.354]
[ 0.001309 -0.000022  0.036960],	[ 0.239  0.309  0.085 -0.050  0.161  0.337]
[-0.000437  0.000002  0.094453],	[ 0.224  0.352  0.066 -0.050  0.248  0.241]
[ 0.000872 -0.000030  0.049280],	[ 0.203  0.398  0.061 -0.050  0.248  0.207]
[ 0.001307 -0.000048  0.094453],	[ 0.193  0.429  0.047 -0.050  0.387  0.227]
[ 0.000000  0.000004  0.016427],	[ 0.186  0.458  0.037 -0.030  0.371  0.247]
[ 0.000873  0.000002  0.000000],	[ 0.188  0.458  0.040 -0.030  0.532  0.249]
[ 0.000000  0.000004  0.000000],	[ 0.173  0.452  0.040 -0.030  0.448  0.239]
[-0.000436  0.000029  0.036960],	[ 0.185  0.470  0.035 -0.026  0.177  0.249]
[-0.000872  0.000023  0.057493],	[ 0.180  0.452  0.029 -0.019  0.222  0.273]
[-0.001309  0.000018  0.045173],	[ 0.180  0.403  0.024 -0.008  0.412  0.267]
[-0.000873  0.000016  0.041067],	[ 0.169  0.413  0.013 -0.003  0.274  0.229]
[-0.002182 -0.000014 -0.004107],	[ 0.173  0.429  0.015 -0.001  1.100  0.263]
[-0.000873  0.000009  0.000000],	[ 0.180  0.413  0.013 -0.003  0.341  0.225]
[ 0.000436 -0.000005  0.012320],	[ 0.182  0.408  0.011 -0.002  0.239  0.225]
[-0.000873  0.000016  0.024640],	[ 0.183  0.429  0.009 -0.001  0.421  0.255]
[-0.002181  0.000027  0.020533],	[ 0.179  0.452  0.006  0.001  0.499  0.243]
[-0.003053  0.000073  0.053387],	[ 0.182  0.424 -0.001  0.004  0.719  0.353]
[-0.002181  0.000061  0.061600],	[ 0.173  0.435 -0.008  0.009  0.891  0.332]
[-0.002618 -0.000023 -0.008213],	[ 0.174  0.429 -0.006  0.011  0.751  0.321]
[-0.001745 -0.000004 -0.008213],	[ 0.171  0.429 -0.005  0.009  0.751  0.318]
[-0.000873 -0.000002  0.000000],	[ 0.173  0.398 -0.010  0.009  1.147  0.298]
[ 0.000000 -0.000000  0.000000],	[ 0.177  0.429 -0.004  0.010  0.458  0.330]
[-0.001309 -0.000002 -0.004107],	[ 0.179  0.452 -0.002  0.009  0.719  0.332]
[ 0.000000 -0.000000  0.000000],	[ 0.167  0.446 -0.003  0.009  0.356  0.332]
[-0.002182  0.000002 -0.004107],	[ 0.177  0.446 -0.002  0.009  0.854  0.342]
[-0.001745  0.000004  0.000000],	[ 0.186  0.446 -0.000  0.009  1.171  0.333]
[-0.003054 -0.000002 -0.004107],	[ 0.186  0.470 -0.001  0.009  0.801  0.337]
[-0.000873 -0.000002  0.000000],	[ 0.188  0.446 -0.001  0.009  0.555  0.337]
[ 0.000000 -0.000000  0.000000],	[ 0.185  0.452 -0.000  0.009  1.055  0.324]
[ 0.000000 -0.000000  0.000000],	[ 0.186  0.446 -0.002  0.009  0.532  0.346]
