delta_pose,ir
[ 0.014399 -0.000039  0.004107],	[ 0.103  0.408  0.067  0.525  0.395  0.251]
[ 0.008290 -0.000005 -0.004107],	[ 0.096  0.424  0.066  0.430  0.356  0.249]
[ 0.007416  0.000154 -0.028747],	[ 0.086  0.408  0.066  0.213  0.468  0.265]
[-0.000436 -0.000004 -0.028747],	[ 0.091  0.408  0.069  0.191  0.499  0.265]
[ 0.000872  0.000021 -0.041067],	[ 0.083  0.408  0.073  0.124  0.218  0.332]
[-0.000436 -0.000004 -0.053387],	[ 0.090  0.408  0.085  0.080  0.341  0.352]
[ 0.000000 -0.000004 -0.032853],	[ 0.098  0.446  0.090  0.040  0.458  0.354]
[-0.001744 -0.000050 -0.057493],	[ 0.101  0.408  0.088  0.055  0.592  0.322]
[-0.000872 -0.000016 -0.049280],	[ 0.105  0.424  0.083  0.056  0.719  0.239]
[-0.000872 -0.000018 -0.057493],	[ 0.112  0.374  0.078  0.051  0.334  0.201]
[-0.000000  0.000004 -0.049280],	[ 0.116  0.429  0.069  0.055  0.379  0.219]
[ 0.000000 -0.000007 -0.049280],	[ 0.124  0.435  0.088  0.056  0.544  0.211]
[-0.000869 -0.000068 -0.164266],	[ 0.147  0.429  0.139  0.065  0.321  0.186]
[-0.000436 -0.000016 -0.094453],	[ 0.212  0.429  0.075  0.065  0.218  0.164]
[-0.000001  0.000005 -0.156053],	[ 0.563  0.595  0.062  0.083  0.290  0.225]
[ 0.000001 -0.000016 -0.131413],	[ 0.492  0.452  0.054  0.060  0.159  0.221]
[-0.000435 -0.000027 -0.102666],	[ 0.517  0.429  0.053  0.200  0.157  0.219]
[ 0.000000  0.000000 -0.131413],	[ 0.463  0.452  0.056  0.145  0.196  0.201]
[-0.000436 -0.000016 -0.086240],	[ 0.805  0.429  0.057  0.097  0.203  0.215]
[-0.000435 -0.000039 -0.102666],	[ 0.755  0.258  0.062  0.090  0.200  0.211]
[-0.000872 -0.000021 -0.049280],	[ 0.765  0.162  0.066  0.085  0.230  0.207]
[-0.000000 -0.000000 -0.032853],	[ 0.775  0.145  0.069  0.085  0.302  0.195]
[ 0.003054 -0.000011  0.004107],	[ 0.765  0.150  0.070  0.084  0.274  0.195]
[ 0.004363 -0.000009  0.000000],	[ 0.795  0.150  0.069  0.083  0.235  0.227]
[ 0.005236 -0.000005  0.000000],	[ 0.726  0.163  0.071  0.087  0.169  0.217]
[ 0.006545 -0.000022  0.004107],	[ 0.717  0.177  0.066  0.084  0.328  0.217]
[ 0.004363  0.000002  0.000000],	[ 0.647  0.178  0.066  0.083  0.302  0.217]
[ 0.005669  0.000140 -0.053387],	[ 0.765  0.203  0.070  0.081  0.239  0.217]
[ 0.004363  0.000029 -0.016427],	[ 0.805  0.216  0.076  0.081  0.248  0.219]
[ 0.005672  0.000002 -0.004107],	[ 0.765  0.234  0.077  0.079  0.274  0.227]
[ 0.004800  0.000004 -0.004107],	[ 0.775  0.056  0.077  0.077  0.279  0.225]
[ 0.006545 -0.000018  0.004107],	[ 0.816  0.247  0.076  0.077  0.235  0.225]
[ 0.004363  0.000000  0.000000],	[ 0.755  0.260  0.077  0.077  0.308  0.211]
[ 0.006981  0.000005  0.000000],	[ 0.765  0.266  0.076  0.076  0.290  0.225]
[ 0.003054 -0.000007  0.004107],	[ 0.765  0.266  0.075  0.077  0.248  0.227]
[ 0.002618  0.000004  0.000000],	[ 0.775  0.278  0.077  0.078  0.268  0.225]
[ 0.000873 -0.000002  0.008213],	[ 0.755  0.278  0.075  0.082  0.279  0.225]
[ 0.000436  0.000000 -0.004107],	[ 0.795  0.282  0.077  0.080  0.285  0.223]
[ 0.000873  0.000002  0.000000],	[ 0.805  0.278  0.076  0.075  0.177  0.223]
[ 0.002182 -0.000002  0.004107],	[ 0.656  0.278  0.077  0.080  0.279  0.227]
[ 0.005236  0.000004  0.000000],	[ 0.745  0.312  0.077  0.076  0.279  0.223]
[ 0.006545  0.000016 -0.004107],	[ 0.726  0.291  0.077  0.076  0.274  0.223]
[ 0.011781  0.000034 -0.004107],	[ 0.805  0.305  0.077  0.072  0.235  0.227]
[ 0.009163 -0.000047  0.012320],	[ 0.708  0.320  0.077  0.077  0.348  0.225]
[ 0.011781  0.000038 -0.004107],	[ 0.765  0.331  0.185  0.076  0.356  0.227]
[ 0.006545  0.000025 -0.004107],	[ 0.745  0.339  0.859  0.077  0.218  0.203]
[ 0.012215  0.000208 -0.024640],	[ 0.755  0.352  0.692  0.077  0.239  0.201]
[ 0.014399  0.000084 -0.012320],	[ 0.755  0.369  0.799  0.076  0.203  0.237]
[ 0.010036  0.000027 -0.004107],	[ 0.647  0.388  0.785  0.073  0.183  0.235]
[ 0.014399  0.000039 -0.004107],	[ 0.717  0.393  0.771  0.077  0.134  0.231]
[ 0.009599 -0.000020  0.008213],	[ 0.755  0.393  0.799  0.079  0.139  0.233]
[ 0.014835 -0.000027  0.008213],	[ 0.717  0.424  0.744  0.077  0.148  0.225]
[ 0.010035  0.000052 -0.004107],	[ 0.775  0.403  0.757  0.077  0.116  0.233]
[ 0.017013  0.000315 -0.045173],	[ 0.690  0.820  0.771  0.077  0.138  0.235]
[ 0.011345  0.000013 -0.008213],	[ 0.656  0.429  0.757  0.076  0.125  0.229]
[ 0.017017 -0.000029 -0.004107],	[ 0.690  0.429  0.322  0.093  0.127  0.233]
[ 0.017017  0.000030 -0.004107],	[ 0.664  0.488  0.814  1.110  0.129  0.215]
[ 0.010036  0.000005  0.004107],	[ 0.585  0.424  0.482  1.071  0.125  0.231]
[ 0.013526 -0.000047  0.004107],	[ 0.699  0.429  0.577  1.090  0.125  0.237]
[ 0.009163 -0.000032  0.004107],	[ 0.690  0.429  0.491  1.014  0.125  0.235]
[ 0.015272  0.000022 -0.004107],	[ 0.647  0.429  0.679  1.052  0.127  0.225]
[ 0.010036  0.000023 -0.004107],	[ 0.623  0.488  0.588  0.831  0.127  0.178]
[ 0.015708  0.000011  0.000000],	[ 0.623  0.429  0.474  1.071  0.132  0.149]
[ 0.012654  0.000005  0.004107],	[ 0.736  0.440  0.500  0.772  0.124  0.144]
[ 0.018326  0.000013  0.000000],	[ 0.664  0.429  0.491  1.071  0.127  0.142]
[ 0.020071 -0.000039  0.008213],	[ 0.656  0.429  0.268  0.846  0.125  0.137]
[ 0.013090  0.000009  0.000000],	[ 0.656  0.440  0.322  1.071  0.122  0.136]
[ 0.020507 -0.000027  0.004107],	[ 0.615  0.424  0.211  0.679  0.125  0.139]
[ 0.014835  0.000056  0.000000],	[ 0.608  0.470  0.196  1.090  0.124  0.137]
[ 0.017017 -0.000013  0.004107],	[ 0.656  0.272  0.167  1.110  0.121  0.117]
[ 0.013090  0.000029  0.000000],	[ 0.556  0.458  0.185  0.347  0.109  0.130]
[ 0.017890 -0.000050  0.004107],	[ 0.623  0.452  0.202  0.961  0.121  0.133]
[ 0.011344 -0.000065  0.008213],	[ 0.600  0.452  0.205  0.365  0.119  0.133]
[ 0.017889 -0.000077  0.004107],	[ 0.600  0.458  0.214  0.978  0.124  0.133]
[ 0.011781  0.000004 -0.004107],	[ 0.600  0.528  0.214  0.200  0.122  0.133]
[ 0.018326  0.000038  0.000000],	[ 0.592  0.446  0.221  0.961  0.105  0.130]
[ 0.018326 -0.000018  0.000000],	[ 0.556  0.452  0.232  0.106  0.121  0.133]
[ 0.012217  0.000007  0.000000],	[ 0.563  0.452  0.218  0.943  0.121  0.130]
[ 0.018326  0.000018  0.000000],	[ 0.563  0.452  0.232  0.081  0.116  0.124]
[ 0.011345 -0.000011  0.000000],	[ 0.498  0.458  0.218  0.996  0.106  0.131]
[ 0.018326  0.000025  0.000000],	[ 0.529  0.452  0.232  0.143  0.121  0.109]
[ 0.013090  0.000020  0.000000],	[ 0.536  0.458  0.232  0.227  0.125  0.133]
[ 0.019199  0.000009  0.000000],	[ 0.536  0.452  0.232  0.170  0.115  0.128]
[ 0.013526 -0.000007  0.004107],	[ 0.492  0.424  0.228  0.281  0.116  0.124]
[ 0.020944 -0.000029  0.000000],	[ 0.510  0.476  0.232  0.200  0.102  0.127]
[ 0.022689  0.000000  0.000000],	[ 0.510  0.458  0.243  0.277  0.119  0.125]
[ 0.015271 -0.000056  0.004107],	[ 0.510  0.452  0.225  0.263  0.116  0.127]
[ 0.023998 -0.000052  0.004107],	[ 0.517  0.446  0.243  0.277  0.116  0.130]
[ 0.016144 -0.000048  0.004107],	[ 0.480  0.424  0.251  0.250  0.118  0.125]
[ 0.023562  0.000009  0.000000],	[ 0.486  0.470  0.247  0.263  0.122  0.124]
[ 0.014835 -0.000059  0.008213],	[ 0.468  0.244  0.259  0.203  0.119  0.121]
[ 0.023562 -0.000088  0.008213],	[ 0.441  0.452  0.263  0.301  0.122  0.118]
[ 0.016144 -0.000066  0.004107],	[ 0.383  0.435  0.263  0.194  0.122  0.101]
[ 0.024871 -0.000077  0.004107],	[ 0.401  0.452  0.281  0.238  0.105  0.102]
[ 0.025307 -0.000018  0.000000],	[ 0.383  0.429  0.829  0.267  0.124  0.122]
[ 0.016581  0.000016  0.000000],	[ 0.366  0.535  0.730  0.263  0.121  0.120]
[ 0.025307 -0.000113  0.008213],	[ 0.335  0.470  0.692  0.263  0.119  0.120]
[ 0.016581  0.000041 -0.008213],	[ 0.317  0.446  0.785  0.272  0.193  0.125]
[ 0.024871 -0.000009  0.004107],	[ 0.282  0.452  0.814  0.286  0.214  0.122]
[ 0.016581 -0.000009  0.000000],	[ 0.266  0.446  0.491  0.277  0.218  0.121]
[ 0.024435 -0.000023  0.000000],	[ 0.243  0.464  0.547  0.323  0.285  0.121]
[ 0.016581 -0.000009  0.000000],	[ 0.208  0.429  0.418  0.801  0.248  0.118]
[ 0.023998  0.000002  0.004107],	[ 0.203  0.413  0.537  1.071  0.253  0.121]
[ 0.018326 -0.000009  0.000000],	[ 0.180  0.424  0.301  0.608  0.274  0.121]
[ 0.024434  0.000073  0.000000],	[ 0.165  0.429  0.426  0.704  0.268  0.142]
[ 0.015272 -0.000030  0.004107],	[ 0.132  0.435  0.251  0.525  0.235  0.197]
[ 0.027489 -0.000025  0.004107],	[ 0.123  0.429  0.317  0.597  0.230  0.195]
[ 0.014399 -0.000057  0.012320],	[ 0.099  0.429  0.351  0.479  0.239  0.203]
[ 0.007854 -0.000043  0.008213],	[ 0.086  0.470  0.272  0.801  0.296  0.201]
[ 0.002618  0.000020 -0.016427],	[ 0.087  0.429  0.322  0.323  0.214  0.201]
[-0.000873  0.000004  0.008213],	[ 0.082  0.429  0.322  0.996  0.200  0.201]
[ 0.000436 -0.000005 -0.004107],	[ 0.086  0.419  0.301  0.430  0.263  0.201]
[ 0.000000 -0.000002  0.000000],	[ 0.087  0.429  0.322  0.893  0.253  0.199]
[ 0.000436 -0.000011  0.020533],	[ 0.084  0.435  0.281  0.445  0.214  0.199]
[ 0.000436 -0.000005  0.028747],	[ 0.079  0.435  0.301  1.071  0.196  0.191]
[ 0.000000  0.000000  0.016427],	[ 0.082  0.424  0.263  0.758  0.244  0.167]
[ 0.000873 -0.000009  0.041067],	[ 0.081  0.331  0.306  1.090  0.177  0.173]
[ 0.000000  0.000002  0.024640],	[ 0.077  0.424  0.235  0.555  0.177  0.191]
[ 0.000872 -0.000013  0.032853],	[ 0.077  0.424  0.301  1.033  0.218  0.191]
[ 0.000436 -0.000007  0.053387],	[ 0.077  0.429  0.390  0.197  0.302  0.195]
[ 0.000436  0.000000  0.036960],	[ 0.074  0.429  0.771  0.054  0.421  0.195]
[ 0.000000  0.000004  0.057493],	[ 0.083  0.831  0.744  0.165  0.239  0.193]
[ 0.000436 -0.000013  0.061600],	[ 0.087  0.429  0.537  0.422  0.115  0.195]
[ 0.000436 -0.000021  0.053387],	[ 0.090  0.424  0.232  0.340  0.085  0.201]
[ 0.001306 -0.000079  0.119093],	[ 0.097  0.419  0.433  0.340  0.106  0.209]
[ 0.000869 -0.000068  0.156053],	[ 0.109  0.446  0.286  0.335  0.111  0.217]
[ 0.000436 -0.000018  0.102666],	[ 0.133  0.393  0.322  0.194  0.084  0.133]
[ 0.002173 -0.000161  0.160160],	[ 0.165  0.388  0.306  0.242  0.076  0.166]
[ 0.000872 -0.000029  0.114986],	[ 0.203  0.419  0.311  0.281  0.063  0.152]
[ 0.000868 -0.000088  0.172480],	[ 0.243  0.408  0.404  0.414  0.060  0.114]
[ 0.000870 -0.000068  0.114986],	[ 0.563  0.413  0.704  0.815  0.052  0.092]
[ 0.001303 -0.000089  0.176586],	[ 0.859  0.408  0.730  0.317  0.066  0.079]
[ 0.001309 -0.000021  0.119093],	[ 0.765  0.388  0.814  1.071  0.074  0.059]
[-0.001309  0.000002  0.028747],	[ 0.765  0.388  0.844  0.608  0.075  0.055]
[-0.000000 -0.000011  0.000000],	[ 0.765  0.403  0.744  1.071  0.077  0.055]
[ 0.000873 -0.000004 -0.008213],	[ 0.765  0.388  0.744  0.430  0.076  0.053]
[-0.000436 -0.000007  0.004107],	[ 0.717  0.388  0.757  1.090  0.075  0.056]
[-0.001745  0.000005  0.008213],	[ 0.755  0.403  0.744  0.815  0.076  0.055]
[-0.002618 -0.000005 -0.008213],	[ 0.755  0.388  0.744  1.090  0.076  0.054]
[-0.002618  0.000002  0.000000],	[ 0.816  0.388  0.730  0.565  0.075  0.048]
[-0.003927  0.000011  0.004107],	[ 0.816  0.388  0.757  1.033  0.072  0.047]
[-0.003491 -0.000005  0.000000],	[ 0.805  0.388  0.757  0.172  0.071  0.053]
[-0.004800  0.000007  0.004107],	[ 0.826  0.388  0.859  1.052  0.071  0.054]
[-0.004363  0.000022  0.008213],	[ 0.755  0.388  0.859  0.407  0.072  0.050]
[-0.003054 -0.000004 -0.004107],	[ 0.805  0.393  0.875  0.943  0.072  0.051]
[-0.006109 -0.000005  0.000000],	[ 0.755  0.388  0.844  0.149  0.069  0.050]
[-0.006545  0.000007  0.004107],	[ 0.785  0.365  0.859  1.071  0.069  0.050]
[-0.011781 -0.000034 -0.004107],	[ 0.837  0.388  0.859  0.143  0.068  0.048]
[-0.008290  0.000016  0.004107],	[ 0.837  0.365  0.859  0.200  0.067  0.046]
[-0.013962 -0.000065 -0.008213],	[ 0.717  0.356  0.844  0.116  0.065  0.046]
[-0.009599 -0.000038 -0.008213],	[ 0.755  0.335  0.875  0.139  0.063  0.046]
[-0.015272 -0.000025 -0.004107],	[ 0.726  0.309  0.859  0.099  0.062  0.043]
[-0.010036 -0.000011 -0.004107],	[ 0.755  0.291  0.859  0.066  0.061  0.035]
[-0.013962 -0.000038 -0.008213],	[ 0.785  0.288  0.799  0.961  0.057  0.042]
[-0.013090 -0.000018 -0.008213],	[ 0.837  0.266  0.844  0.400  0.059  0.043]
[-0.007418 -0.000005 -0.004107],	[ 0.848  0.247  0.859  0.422  0.054  0.043]
[-0.009599 -0.000004  0.000000],	[ 0.726  0.227  0.785  0.143  0.055  0.041]
[-0.004800 -0.000002 -0.004107],	[ 0.736  0.213  0.829  0.296  0.054  0.041]
[-0.001745  0.000002  0.000000],	[ 0.795  0.207  0.771  0.301  0.056  0.041]
[-0.001309 -0.000002 -0.004107],	[ 0.805  0.211  0.744  0.250  0.054  0.040]
[-0.000000 -0.000004  0.024640],	[ 0.765  0.227  0.679  0.220  0.055  0.040]
[ 0.000000  0.000000  0.000000],	[ 0.726  0.207  0.814  0.191  0.056  0.041]
[ 0.000436 -0.000000  0.004107],	[ 0.785  0.209  0.679  0.183  0.048  0.038]
[-0.000436  0.000000  0.004107],	[ 0.848  0.209  0.679  0.122  0.056  0.039]
[-0.000000 -0.000002  0.024640],	[ 0.785  0.216  0.433  0.103  0.055  0.030]
[-0.000000 -0.000007  0.073920],	[ 0.848  0.247  0.205  0.084  0.058  0.027]
[ 0.000000  0.000000  0.073920],	[ 0.848  0.266  0.232  0.170  0.063  0.028]
[ 0.000871 -0.000041  0.139626],	[ 0.529  0.312  0.363  0.259  0.078  0.023]
[ 0.000000 -0.000005  0.106773],	[ 0.421  0.352  0.251  0.167  0.093  0.023]
[ 0.000432 -0.000045  0.176586],	[ 0.416  0.365  0.133  0.134  0.122  0.021]
[ 0.000871 -0.000038  0.114986],	[ 0.452  0.365  0.094  0.116  0.159  0.026]
[ 0.000435 -0.000041  0.184800],	[ 1.539  0.316  0.160  0.096  0.161  0.040]
[ 0.001299 -0.000146  0.193013],	[ 0.492  0.227  0.146  0.089  0.363  0.075]
[ 0.000871 -0.000054  0.131413],	[ 1.481  0.194  0.121  0.094  0.111  0.095]
[ 0.001736 -0.000146  0.205333],	[ 0.563  0.163  0.111  0.090  0.363  0.351]
[ 0.001743 -0.000077  0.106773],	[ 1.189  0.128  0.086  0.101  0.499  0.281]
[ 0.001307 -0.000075  0.151946],	[ 0.324  0.150  0.079  0.093  0.253  0.298]
[ 0.000436 -0.000027  0.053387],	[ 0.366  0.178  0.073  0.116  0.069  0.354]
[-0.000000 -0.000004  0.008213],	[ 0.416  0.185  0.076  0.115  0.079  0.350]
[-0.000436  0.000004 -0.004107],	[ 0.366  0.180  0.073  0.115  0.058  0.352]
[-0.000000  0.000014  0.000000],	[ 0.354  0.180  0.072  0.118  0.079  0.348]
[-0.000000  0.000014  0.000000],	[ 0.392  0.194  0.073  0.119  0.067  0.350]
[ 0.002182 -0.000004  0.004107],	[ 0.388  0.196  0.072  0.112  0.105  0.348]
[-0.000872 -0.000038 -0.016427],	[ 0.401  0.178  0.074  0.107  0.081  0.322]
[-0.000000  0.000004 -0.016427],	[ 0.556  0.167  0.071  0.106  0.308  0.346]
[-0.000000  0.000002 -0.024640],	[ 0.592  0.160  0.080  0.107  0.274  0.290]
[-0.000000  0.000002 -0.008213],	[ 0.510  0.157  0.077  0.101  0.150  0.305]
[-0.000000  0.000002 -0.008213],	[ 0.664  0.160  0.079  0.111  0.356  0.300]
[ 0.000436 -0.000000 -0.004107],	[ 0.523  0.151  0.078  0.097  0.321  0.285]
[-0.000436  0.000000 -0.004107],	[ 0.592  0.152  0.077  0.106  0.521  0.300]
[-0.000000  0.000002 -0.008213],	[ 0.441  0.147  0.079  0.093  0.458  0.281]
[ 0.000000 -0.000004 -0.016427],	[ 0.335  0.142  0.079  0.101  0.214  0.265]
[ 0.000000 -0.000000  0.000000],	[ 0.362  0.137  0.082  0.099  0.334  0.253]
[-0.000000  0.000002 -0.008213],	[ 0.266  0.138  0.082  0.101  0.341  0.298]
[-0.000000  0.000002 -0.032853],	[ 0.298  0.134  0.079  0.093  0.190  0.290]
[ 0.000436  0.000007 -0.053387],	[ 0.893  0.129  0.089  0.097  0.544  0.271]
[ 0.000002 -0.000034 -0.123200],	[ 1.662  0.142  0.104  0.102  0.193  0.298]
[ 0.000437 -0.000005 -0.119093],	[ 0.379  0.275  0.111  0.097  0.177  0.125]
[ 0.000435  0.000029 -0.193013],	[ 1.662  0.222  0.129  0.093  0.315  0.107]
[ 0.001302  0.000102 -0.184800],	[ 0.468  0.269  0.142  0.097  0.235  0.068]
[ 0.000436  0.000011 -0.110880],	[ 0.656  0.361  0.067  0.111  0.193  0.050]
[ 0.000433  0.000063 -0.160160],	[ 0.436  0.369  0.096  0.122  0.157  0.040]
[ 0.000435  0.000041 -0.086240],	[ 0.411  0.383  0.150  0.141  0.150  0.035]
[-0.000437  0.000005 -0.102666],	[ 0.401  0.348  0.202  0.165  0.115  0.033]
[-0.000000  0.000005 -0.057493],	[ 0.421  0.331  0.247  0.158  0.106  0.033]
[ 0.000000 -0.000002 -0.073920],	[ 0.571  0.339  0.339  0.136  0.096  0.034]
[ 0.000000  0.000000 -0.049280],	[ 0.556  0.291  0.383  0.372  0.089  0.034]
[ 0.000436  0.000007 -0.061600],	[ 0.350  0.291  0.357  0.301  0.081  0.037]
[-0.000436 -0.000020 -0.036960],	[ 0.647  0.282  0.281  0.167  0.077  0.038]
[-0.000436 -0.000011 -0.045173],	[ 0.775  0.278  0.205  0.097  0.072  0.041]
[ 0.000000 -0.000002 -0.016427],	[ 0.816  0.269  0.221  0.070  0.063  0.040]
[ 0.000000 -0.000002 -0.016427],	[ 0.745  0.275  0.247  0.075  0.072  0.037]
[ 0.000000 -0.000004 -0.024640],	[ 0.805  0.258  0.208  0.079  0.068  0.036]
[ 0.000000  0.000000 -0.008213],	[ 0.870  0.244  0.182  0.074  0.069  0.043]
[ 0.000000 -0.000002 -0.032853],	[ 1.072  0.239  0.182  0.078  0.067  0.046]
[ 0.000000 -0.000002 -0.016427],	[ 0.859  0.225  0.537  0.112  0.066  0.047]
[ 0.000436  0.000007 -0.036960],	[ 0.837  0.218  0.799  0.160  0.066  0.050]
[-0.000000  0.000002 -0.024640],	[ 0.664  0.209  0.744  0.430  0.066  0.053]
[ 0.000000 -0.000005 -0.049280],	[ 0.543  0.242  0.730  1.090  0.066  0.058]
[-0.000873 -0.000004 -0.016427],	[ 0.436  0.234  0.679  1.090  0.057  0.067]
[ 0.000436 -0.000011 -0.004107],	[ 0.463  0.225  0.679  1.090  0.063  0.064]
[-0.000436 -0.000004  0.004107],	[ 0.480  0.225  0.730  0.978  0.063  0.064]
[-0.000000 -0.000002  0.000000],	[ 0.468  0.236  0.730  1.071  0.064  0.067]
[ 0.001745  0.000000  0.000000],	[ 0.457  0.232  0.679  1.090  0.065  0.064]
[ 0.000873  0.000002  0.000000],	[ 0.457  0.242  0.829  1.052  0.063  0.055]
[ 0.000873  0.000002  0.000000],	[ 0.480  0.225  0.814  1.014  0.063  0.055]
[ 0.001309  0.000000  0.004107],	[ 0.463  0.242  0.844  1.071  0.063  0.064]
[ 0.001309 -0.000002  0.004107],	[ 0.463  0.236  0.844  1.090  0.064  0.061]
[ 0.000873 -0.000002  0.000000],	[ 0.416  0.234  0.875  1.071  0.056  0.062]
[ 0.001309  0.000002 -0.004107],	[ 0.486  0.239  0.844  1.071  0.060  0.064]
[ 0.004363 -0.000005  0.000000],	[ 0.463  0.247  0.859  1.071  0.062  0.061]
[ 0.005236  0.000002  0.000000],	[ 0.468  0.266  0.844  1.071  0.063  0.067]
[ 0.012654 -0.000022  0.004107],	[ 0.406  0.275  0.859  1.090  0.065  0.064]
[ 0.010472 -0.000011  0.000000],	[ 0.416  0.291  0.859  1.033  0.055  0.064]
[ 0.018326 -0.000016  0.000000],	[ 0.463  0.309  0.859  1.090  0.067  0.064]
[ 0.013962 -0.000041  0.008213],	[ 0.504  0.320  0.829  1.052  0.063  0.064]
[ 0.021817 -0.000023  0.000000],	[ 0.498  0.343  0.757  1.071  0.063  0.064]
[ 0.014835 -0.000065  0.008213],	[ 0.468  0.379  0.537  0.515  0.066  0.068]
[ 0.021380  0.000002 -0.004107],	[ 0.510  0.361  0.679  1.033  0.066  0.065]
[ 0.021816 -0.000165  0.016427],	[ 0.592  0.388  0.643  1.052  0.066  0.061]
[ 0.012654  0.000027 -0.004107],	[ 0.592  0.403  0.567  0.772  0.070  0.064]
[ 0.017889 -0.000095  0.012320],	[ 0.623  0.403  0.598  1.090  0.069  0.062]
[ 0.010908 -0.000018  0.004107],	[ 0.656  0.424  0.547  0.961  0.073  0.060]
[ 0.014835 -0.000032  0.000000],	[ 0.656  0.413  0.537  1.052  0.070  0.064]
[ 0.009163 -0.000020  0.004107],	[ 0.690  0.413  0.537  1.090  0.072  0.066]
[ 0.011781 -0.000016  0.004107],	[ 0.708  0.413  0.632  0.996  0.072  0.065]
[ 0.007417  0.000048 -0.012320],	[ 0.656  0.429  0.557  1.090  0.071  0.064]
[ 0.010908 -0.000014  0.004107],	[ 0.699  0.379  0.557  0.317  0.072  0.064]
[ 0.005236 -0.000014  0.008213],	[ 0.717  0.424  0.588  1.071  0.076  0.065]
[ 0.010036 -0.000018  0.004107],	[ 0.736  0.429  0.500  0.943  0.076  0.058]
[ 0.006981  0.000014  0.000000],	[ 0.639  0.424  0.598  1.090  0.076  0.066]
[ 0.013090  0.000027  0.000000],	[ 0.726  0.429  0.537  0.927  0.067  0.064]
[ 0.010036 -0.000016  0.004107],	[ 0.681  0.435  0.609  1.110  0.080  0.068]
[ 0.017017 -0.000043  0.004107],	[ 0.717  0.440  0.547  0.654  0.078  0.068]
[ 0.012217  0.000025 -0.008213],	[ 0.717  0.435  0.643  1.052  0.079  0.068]
[ 0.018762  0.000048 -0.004107],	[ 0.717  0.424  0.632  0.515  0.079  0.071]
[ 0.013090  0.000093 -0.008213],	[ 0.631  0.429  0.281  0.943  0.081  0.074]
[ 0.023119  0.000437 -0.045173],	[ 0.600  0.458  0.281  0.525  0.078  0.078]
[ 0.024433  0.000210 -0.024640],	[ 0.457  0.446  0.129  0.575  0.076  0.082]
[ 0.017017  0.000043 -0.012320],	[ 0.421  0.458  0.070  0.978  0.074  0.081]
[ 0.025743  0.000113 -0.012320],	[ 0.446  0.298  0.091  0.608  0.066  0.081]
[ 0.017890 -0.000018  0.004107],	[ 0.421  0.452  0.099  0.619  0.074  0.075]
[ 0.026180 -0.000108  0.008213],	[ 0.421  0.458  0.099  0.565  0.076  0.083]
[ 0.017017  0.000009 -0.004107],	[ 0.379  0.452  0.100  0.445  0.072  0.078]
[ 0.024860 -0.000643  0.045173],	[ 0.529  0.446  0.101  0.414  0.076  0.078]
[ 0.016144 -0.000099  0.020533],	[ 0.690  0.452  0.096  0.242  0.068  0.075]
[ 0.022252 -0.000208  0.020533],	[ 0.690  0.464  0.093  0.129  0.083  0.070]
[ 0.014399 -0.000091  0.012320],	[ 0.664  0.452  0.091  0.083  0.078  0.071]
[ 0.021380 -0.000029  0.004107],	[ 0.647  0.446  0.091  0.076  0.082  0.072]
[ 0.020944 -0.000029  0.008213],	[ 0.656  0.458  0.094  0.094  0.088  0.074]
[ 0.012654  0.000034 -0.004107],	[ 0.656  0.452  0.093  0.091  0.087  0.076]
[ 0.019635  0.000009  0.004107],	[ 0.664  0.476  0.092  0.099  0.086  0.077]
[ 0.012653  0.000059 -0.004107],	[ 0.578  0.440  0.093  0.097  0.089  0.079]
[ 0.019635 -0.000048  0.004107],	[ 0.615  0.482  0.091  0.091  0.088  0.067]
[ 0.012217  0.000000  0.000000],	[ 0.623  0.452  0.096  0.095  0.078  0.071]
[ 0.019199 -0.000018  0.000000],	[ 0.639  0.464  0.092  0.090  0.088  0.080]
[ 0.018326 -0.000045  0.000000],	[ 0.664  0.440  0.091  0.091  0.093  0.077]
[ 0.011345 -0.000020  0.000000],	[ 0.623  0.458  0.089  0.090  0.092  0.083]
[ 0.017017 -0.000077  0.004107],	[ 0.592  0.476  0.091  0.091  0.092  0.078]
[ 0.011345 -0.000030  0.008213],	[ 0.631  0.446  0.086  0.090  0.095  0.077]
[ 0.016581 -0.000000  0.000000],	[ 0.578  0.452  0.088  0.091  0.097  0.082]
[ 0.011781 -0.000016  0.004107],	[ 0.523  0.383  0.088  0.095  0.099  0.081]
[ 0.018326 -0.000043  0.008213],	[ 0.556  0.452  0.089  0.091  0.096  0.082]
[ 0.012654  0.000014 -0.004107],	[ 0.529  0.476  0.089  0.094  0.102  0.082]
[ 0.019199 -0.000032  0.008213],	[ 0.571  0.458  0.088  0.091  0.099  0.085]
[ 0.013526 -0.000027  0.004107],	[ 0.480  0.452  0.306  0.094  0.100  0.076]
[ 0.019635 -0.000088  0.004107],	[ 0.529  0.831  0.609  0.088  0.107  0.090]
[ 0.018762 -0.000022  0.004107],	[ 0.543  0.424  0.643  0.080  0.104  0.087]
[ 0.012217  0.000014  0.000000],	[ 0.504  0.476  0.692  0.087  0.097  0.092]
[ 0.019198  0.000043 -0.008213],	[ 0.529  0.424  0.567  0.081  0.109  0.094]
[ 0.012217  0.000000 -0.008213],	[ 0.536  0.446  0.679  0.086  0.109  0.095]
[ 0.018762  0.000032 -0.004107],	[ 0.510  0.440  0.609  0.085  0.114  0.100]
