pose,ir
[ 4.021988 -1.629105 -1.531783],	[ 1.539  0.619  0.859  0.597  0.929  0.354]
[ 4.021958 -1.628670 -1.527676],	[ 1.705  0.611  0.491  0.479  1.033  0.354]
[ 4.021937 -1.628234 -1.523570],	[ 1.662  0.611  0.799  0.506  1.171  0.353]
[ 4.021937 -1.628234 -1.523570],	[ 1.683  0.611  0.829  0.386  1.171  0.353]
[ 4.021937 -1.628234 -1.523570],	[ 1.539  0.611  0.814  0.323  1.171  0.354]
[ 4.021937 -1.628234 -1.523570],	[ 1.662  0.611  0.814  0.422  0.929  0.353]
[ 4.021961 -1.629106 -1.548210],	[ 1.662  0.564  0.771  0.317  1.171  0.354]
[ 4.021955 -1.629106 -1.581063],	[ 1.641  0.595  0.418  0.365  1.171  0.354]
[ 4.021967 -1.628670 -1.667303],	[ 1.407  0.602  0.692  0.281  1.196  0.354]
[ 4.022037 -1.628240 -1.737116],	[ 1.620  0.619  0.757  0.223  1.147  0.354]
[ 4.021853 -1.629093 -1.819249],	[ 0.882  0.501  0.500  0.213  1.123  0.354]
[ 4.021965 -1.628671 -1.831569],	[ 0.870  0.556  0.160  0.129  1.123  0.354]
[ 4.021962 -1.628670 -1.831569],	[ 0.882  0.564  0.187  0.846  0.387  0.342]
[ 4.021847 -1.629091 -1.843889],	[ 0.893  0.549  0.146  0.654  0.632  0.342]
[ 4.021842 -1.629090 -1.893169],	[ 1.205  0.579  0.063  0.177  0.910  0.300]
[ 4.022152 -1.628274 -1.967089],	[ 0.882  0.501  0.009  0.407  0.689  0.316]
[ 4.021968 -1.628670 -2.028689],	[ 0.859  0.508  0.008  0.296  0.127  0.354]
[ 4.021770 -1.629059 -2.057435],	[ 1.285  0.521  0.066  0.347  0.148  0.354]
[ 4.021754 -1.629050 -2.098502],	[ 0.978  0.488  0.109  0.815  0.106  0.354]
[ 4.021975 -1.628674 -2.201168],	[ 0.978  0.579  0.156  0.454  1.196  0.354]
[ 4.022248 -1.628334 -2.287408],	[ 1.189  0.535  0.214  0.386  0.103  0.354]
[ 4.022248 -1.628333 -2.418821],	[ 1.319  0.587  0.859  0.180  0.371  0.354]
[ 4.021902 -1.628598 -2.513274],	[ 1.662  0.587  0.859  0.165  0.605  0.327]
[ 4.021891 -1.628582 -2.603621],	[ 0.765  0.495  0.730  0.170  0.138  0.327]
[ 4.022268 -1.628361 -2.607727],	[ 0.765  0.549  0.730  0.167  0.719  0.298]
[ 4.022270 -1.628364 -2.607727],	[ 0.708  0.501  0.859  0.172  0.263  0.314]
[ 4.021895 -1.628588 -2.603621],	[ 0.775  0.508  0.829  0.170  0.458  0.314]
[ 4.021895 -1.628588 -2.603621],	[ 0.765  0.464  0.844  0.167  0.387  0.302]
[ 4.021895 -1.628588 -2.603621],	[ 0.775  0.452  0.844  0.170  0.196  0.312]
[ 4.021895 -1.628588 -2.603621],	[ 0.736  0.464  0.829  0.172  0.328  0.283]
[ 4.021895 -1.628588 -2.603621],	[ 0.785  0.482  0.829  0.170  0.544  0.307]
[ 4.021895 -1.628588 -2.603621],	[ 0.765  0.482  0.859  0.165  0.296  0.316]
[ 4.021895 -1.628588 -2.603621],	[ 0.726  0.488  0.859  0.170  0.239  0.332]
[ 4.021895 -1.628588 -2.603621],	[ 0.795  0.476  0.859  0.172  0.387  0.300]
[ 4.021895 -1.628588 -2.603621],	[ 0.765  0.482  0.844  0.167  0.458  0.316]
[ 4.021895 -1.628588 -2.603621],	[ 0.717  0.482  0.844  0.170  0.412  0.307]
[ 4.021895 -1.628588 -2.603621],	[ 0.736  0.482  0.844  0.170  0.207  0.321]
[ 4.021895 -1.628588 -2.603621],	[ 0.816  0.470  0.717  0.167  0.279  0.298]
[ 4.021895 -1.628588 -2.603621],	[ 0.717  0.476  0.730  0.165  0.363  0.314]
[ 4.021895 -1.628588 -2.603621],	[ 0.755  0.476  0.844  0.167  0.302  0.314]
[ 4.021895 -1.628588 -2.603621],	[ 0.755  0.482  0.844  0.170  0.356  0.319]
[ 4.021895 -1.628588 -2.603621],	[ 0.775  0.476  0.844  0.167  0.334  0.321]
[ 4.021895 -1.628588 -2.603621],	[ 0.755  0.464  0.844  0.170  0.222  0.312]
[ 4.021895 -1.628588 -2.603621],	[ 0.765  0.446  0.859  0.165  0.166  0.287]
[ 4.020396 -1.629482 -2.603621],	[ 0.775  0.488  0.829  0.170  0.605  0.294]
[ 4.019648 -1.629931 -2.603621],	[ 0.816  0.488  0.844  0.167  0.605  0.302]
[ 4.018525 -1.630605 -2.599514],	[ 0.785  0.458  0.859  0.172  0.619  0.316]
[ 4.017779 -1.631056 -2.599514],	[ 0.755  0.482  0.844  0.165  0.660  0.318]
[ 4.017032 -1.631508 -2.599514],	[ 0.805  0.470  0.859  0.172  0.499  0.324]
[ 4.016287 -1.631963 -2.591301],	[ 0.726  0.482  0.859  0.165  0.356  0.326]
[ 4.013310 -1.633785 -2.591301],	[ 0.690  0.488  0.829  0.141  0.363  0.314]
[ 4.009601 -1.636084 -2.583087],	[ 0.717  0.476  0.717  0.167  0.580  0.337]
[ 4.000711 -1.641618 -2.583087],	[ 0.708  0.508  0.859  0.160  0.660  0.321]
[ 3.987687 -1.649592 -2.595407],	[ 0.755  0.452  0.844  0.188  0.379  0.321]
[ 3.977639 -1.655743 -2.591301],	[ 0.726  0.495  0.859  0.200  0.412  0.330]
[ 3.960919 -1.666037 -2.587194],	[ 0.816  0.482  0.859  0.365  0.334  0.329]
[ 3.948695 -1.673646 -2.583087],	[ 0.726  0.464  0.859  1.090  1.011  0.329]
[ 3.928013 -1.686658 -2.574874],	[ 0.690  0.521  0.829  1.071  0.403  0.337]
[ 3.913675 -1.695823 -2.570767],	[ 0.647  0.501  0.859  1.071  0.164  0.350]
[ 3.893456 -1.708748 -2.591301],	[ 0.717  0.508  0.844  1.090  0.835  0.337]
[ 3.880946 -1.715868 -2.661114],	[ 0.755  1.914  0.844  1.090  0.244  0.322]
[ 3.867256 -1.721542 -2.825380],	[ 0.941  1.437  0.844  1.071  0.074  0.330]
[ 3.860504 -1.723305 -2.932153],	[ 1.662  1.087  0.844  0.197  0.341  0.309]
[ 3.848824 -1.724797 -3.051246],	[ 1.620  0.777  0.859  1.071  0.177  0.305]
[ 3.836197 -1.725617 -3.088206],	[ 1.559  0.688  0.844  0.846  0.196  0.309]
[ 3.826609 -1.726091 -3.096419],	[ 1.662  0.653  0.704  0.666  0.544  0.312]
[ 3.811784 -1.726616 -3.112846],	[ 1.641  0.595  0.844  1.071  0.248  0.305]
[ 3.799570 -1.726917 -3.121059],	[ 1.683  0.535  0.643  0.353  0.348  0.307]
[ 3.786060 -1.726511  3.043033],	[ 1.662  0.925  0.844  1.052  0.348  0.312]
[ 3.776571 -1.725074  2.960900],	[ 1.662  0.736  0.717  0.608  0.891  0.279]
[ 3.761674 -1.721721  2.891087],	[ 1.662  0.619  0.814  0.525  0.632  0.312]
[ 3.754181 -1.719378  2.800740],	[ 1.662  0.595  0.829  0.642  0.421  0.296]
[ 3.741353 -1.713879  2.693967],	[ 0.205  0.579  0.527  0.831  0.891  0.321]
[ 3.726683 -1.706156  2.636474],	[ 0.205  0.508  0.844  0.815  0.704  0.337]
[ 3.719578 -1.701887  2.566661],	[ 0.180  0.476  0.829  0.365  1.196  0.316]
[ 3.707940 -1.693416  2.480421],	[ 0.174  0.446  0.799  0.772  0.719  0.290]
[ 3.700421 -1.687448  2.463994],	[ 0.166  0.464  0.829  1.071  0.660  0.292]
[ 3.690974 -1.679704  2.414714],	[ 0.161  0.470  0.730  1.052  1.100  0.294]
[ 3.685011 -1.673946  2.344901],	[ 0.176  0.452  0.717  0.654  0.421  0.309]
[ 3.676103 -1.664355  2.303835],	[ 0.162  0.464  0.771  1.071  0.458  0.302]
[ 3.671209 -1.658783  2.266875],	[ 0.183  0.476  0.547  0.301  0.891  0.309]
[ 3.664880 -1.650444  2.168315],	[ 1.662  0.424  0.771  1.071  0.253  0.316]
[ 3.659947 -1.642215  2.061542],	[ 0.765  0.458  0.744  1.071  0.363  0.322]
[ 3.657668 -1.637502  1.979409],	[ 0.615  0.521  0.844  0.861  0.499  0.337]
[ 3.654158 -1.628105  1.876742],	[ 0.563  0.521  0.859  0.943  0.387  0.353]
[ 3.652056 -1.620992  1.839782],	[ 0.578  0.564  0.859  1.071  0.719  0.354]
[ 3.648820 -1.608309  1.806929],	[ 0.571  0.556  0.859  0.978  0.544  0.352]
[ 3.646789 -1.599374  1.778183],	[ 0.529  0.501  0.859  0.141  0.910  0.352]
[ 3.643312 -1.582271  1.761756],	[ 0.536  0.535  0.154  1.090  0.488  0.353]
[ 3.641218 -1.571122  1.753543],	[ 0.536  0.528  0.072  1.071  0.268  0.354]
[ 3.638062 -1.553070  1.737116],	[ 0.543  0.549  0.067  0.801  0.387  0.340]
[ 3.635795 -1.539735  1.741223],	[ 0.486  0.571  0.019  1.071  0.544  0.341]
[ 3.632806 -1.521213  1.704263],	[ 0.504  1.914 -0.003  1.071  0.421  0.354]
[ 3.632054 -1.506419  1.523570],	[ 0.436  1.476  0.003  1.071  0.395  0.354]
[ 3.633678 -1.495643  1.363410],	[ 0.401  1.058  0.059  0.075  0.139  0.354]
[ 3.638665 -1.478474  1.236104],	[ 0.411  0.913  0.146  0.040  0.190  0.353]
[ 3.643147 -1.466642  1.190931],	[ 0.401  0.854  0.277  0.027  0.235  0.354]
[ 3.650847 -1.448581  1.153971],	[ 0.421  0.707  0.317  0.019  0.119  0.354]
[ 3.656584 -1.435851  1.145757],	[ 0.401  0.736  0.799  0.017  0.253  0.354]
[ 3.663647 -1.419895  1.203251],	[ 0.406  0.661  0.844  0.014  0.193  0.354]
[ 3.666332 -1.411143  1.346984],	[ 0.370  0.635  0.301  0.023  0.555  0.354]
[ 3.667507 -1.403386  1.494823],	[ 0.350  0.635  0.174  0.033  0.302  0.354]
[ 3.666734 -1.389028  1.696049],	[ 0.375  0.602  0.106  0.250  0.328  0.354]
[ 3.663723 -1.371397  1.765863],	[ 0.362  0.602  0.097  0.068  0.348  0.335]
[ 3.660942 -1.358606  1.798716],	[ 0.392  0.549  0.090  0.052  0.296  0.322]
[ 3.655531 -1.337022  1.827462],	[ 0.362  0.508  0.104  0.042  0.230  0.265]
[ 3.651561 -1.322276  1.839782],	[ 0.350  0.446  0.118  0.038  0.328  0.259]
[ 3.644719 -1.298819  1.864422],	[ 0.354  0.424  0.125  0.051  0.268  0.251]
[ 3.639256 -1.281327  1.880849],	[ 0.321  0.424  0.139  0.058  0.379  0.289]
[ 3.630693 -1.255206  1.893169],	[ 0.342  0.413  0.146  0.066  0.321  0.290]
[ 3.621554 -1.228819  1.909596],	[ 0.321  0.424  0.156  0.056  0.704  0.283]
[ 3.615374 -1.211566  1.917809],	[ 0.314  0.464  0.170  0.048  0.379  0.300]
[ 3.607086 -1.189513  1.975302],	[ 0.310  0.429  0.182  0.082  0.263  0.279]
[ 3.601129 -1.177866  2.090288],	[ 0.350  1.178  0.165  0.063  0.214  0.269]
[ 3.591604 -1.163249  2.188848],	[ 0.362  0.901  0.150  0.056  0.253  0.257]
[ 3.583820 -1.152726  2.221701],	[ 0.388  0.627  0.142  0.076  0.274  0.249]
[ 3.571935 -1.137649  2.246341],	[ 0.401  0.564  0.125  0.093  0.200  0.237]
[ 3.564568 -1.129023  2.295621],	[ 0.426  0.482  0.135  0.107  0.154  0.227]
[ 3.552173 -1.116127  2.357221],	[ 1.520  0.464  0.129  0.118  0.218  0.205]
[ 3.542477 -1.106696  2.377754],	[ 1.662  0.435  0.115  0.131  0.143  0.209]
[ 3.527140 -1.092433  2.402394],	[ 1.159  0.365  0.102  0.131  0.157  0.205]
[ 3.509483 -1.076834  2.435248],	[ 0.991  0.379  0.098  0.116  0.166  0.199]
[ 3.497092 -1.066486  2.455781],	[ 0.578  0.352  0.130  0.106  0.157  0.195]
[ 3.477686 -1.050931  2.476314],	[ 0.421  0.324  0.124  0.107  0.154  0.167]
[ 3.464266 -1.040468  2.480421],	[ 0.379  0.335  0.110  0.106  0.134  0.187]
[ 3.443449 -1.024593  2.496847],	[ 0.350  0.305  0.094  0.101  0.148  0.184]
[ 3.429849 -1.014364  2.500954],	[ 0.362  0.324  0.093  0.101  0.139  0.169]
[ 3.406983 -0.997585  2.513274],	[ 0.375  0.305  0.091  0.089  0.141  0.171]
[ 3.391074 -0.986078  2.517381],	[ 0.392  0.295  0.218  0.097  0.122  0.166]
[ 3.365855 -0.968085  2.529701],	[ 0.331  0.305  0.557  0.095  0.127  0.154]
[ 3.337679 -0.948998  2.562554],	[ 1.662  0.282  0.859  0.145  0.127  0.155]
[ 3.318192 -0.936547  2.583087],	[ 1.662  0.309  0.859  0.101  0.127  0.144]
[ 3.287934 -0.918286  2.611834],	[ 1.662  0.312  0.859  0.093  0.129  0.145]
[ 3.267541 -0.906483  2.620047],	[ 1.559  0.320  0.844  0.087  0.110  0.136]
[ 3.237773 -0.889989  2.661114],	[ 1.662  0.309  0.844  0.088  0.121  0.140]
[ 3.217462 -0.879880  2.702180],	[ 1.662  0.312  0.829  0.143  0.121  0.131]
[ 3.186543 -0.866751  2.771994],	[ 1.641  0.288  0.829  0.116  0.132  0.120]
[ 3.165673 -0.859033  2.800740],	[ 1.559  0.285  0.844  0.227  0.111  0.114]
[ 3.137942 -0.849788  2.862340],	[ 1.662  0.302  0.829  1.033  0.134  0.100]
[ 3.119508 -0.846457  3.063566],	[ 1.662  0.288  0.844  0.191  0.253  0.118]
[ 3.111225 -0.846476 -3.075886],	[ 1.559  0.298  0.859  0.107  0.279  0.121]
[ 3.100488 -0.848299 -2.874660],	[ 1.662  0.305  0.757  0.091  0.321  0.127]
[ 3.097163 -0.849359 -2.817167],	[ 1.662  1.535  0.339  0.996  0.458  0.213]
[ 3.090158 -0.851798 -2.804847],	[ 1.641  1.030  0.357  0.143  0.328  0.225]
[ 3.084395 -0.853823 -2.804847],	[ 1.683  0.707  0.363  0.216  0.296  0.231]
[ 3.074502 -0.857258 -2.804847],	[ 1.662  0.635  0.474  0.386  0.891  0.231]
[ 3.067097 -0.859875 -2.796633],	[ 1.539  0.535  0.357  0.203  0.674  0.241]
[ 3.054391 -0.864515 -2.784313],	[ 1.600  0.458  0.771  0.143  0.248  0.241]
[ 3.046244 -0.867640 -2.751460],	[ 1.662  0.452  0.277  0.177  0.166  0.249]
[ 3.036430 -0.872384 -2.615941],	[ 1.620  0.464  0.296  0.281  0.568  0.271]
[ 3.026314 -0.879225 -2.500954],	[ 1.683  0.440  0.218  0.272  0.592  0.265]
[ 3.018382 -0.885373 -2.472208],	[ 1.662  0.458  0.218  0.575  1.011  0.344]
[ 3.004878 -0.896429 -2.447568],	[ 1.662  0.435  0.182  1.071  0.214  0.354]
[ 2.995209 -0.904591 -2.435248],	[ 1.641  0.488  0.205  0.156  0.166  0.327]
[ 2.978677 -0.918827 -2.427034],	[ 1.559  0.470  0.172  0.057  0.210  0.304]
[ 2.967144 -0.928837 -2.422928],	[ 1.641  0.435  0.179  0.470  0.308  0.298]
[ 2.949715 -0.944037 -2.427034],	[ 1.641  0.429  0.228  0.197  1.196  0.292]
[ 2.937580 -0.954685 -2.422928],	[ 1.620  0.429  0.643  0.158  0.387  0.249]
[ 2.919648 -0.970634 -2.410608],	[ 1.641  0.379  0.844  0.191  0.214  0.233]
[ 2.901852 -0.986734 -2.406501],	[ 1.662  0.398  0.814  0.177  0.468  0.239]
[ 2.890595 -0.997054 -2.394181],	[ 1.662  0.476  0.844  0.203  0.356  0.337]
[ 2.879218 -1.009091 -2.246341],	[ 1.641  0.458  0.859  0.216  0.098  0.354]
[ 2.873258 -1.017692 -2.131355],	[ 1.205  1.794  0.449  0.194  1.011  0.354]
[ 2.865305 -1.033212 -1.983515],	[ 0.991  1.194  0.163  0.165  1.171  0.354]
[ 2.860865 -1.045056 -1.889062],	[ 0.765  1.890  0.156  0.430  1.196  0.354]
[ 2.855955 -1.064951 -1.753543],	[ 0.795  1.345  0.146  0.772  1.147  0.353]
[ 2.853699 -1.080053 -1.691943],	[ 0.699  0.938  0.160  0.535  0.076  0.354]
[ 2.851884 -1.105287 -1.601596],	[ 0.690  0.925  0.109  0.359  0.521  0.354]
[ 2.851978 -1.124482 -1.535890],	[ 0.816  0.756  0.142  0.642  0.203  0.354]
[ 2.855037 -1.156606 -1.420903],	[ 1.600  0.688  0.109  0.555  0.248  0.326]
[ 2.863022 -1.192354 -1.297704],	[ 1.662  0.698  0.078  0.317  0.285  0.330]
[ 2.870911 -1.215933 -1.211464],	[ 1.579  0.602  0.064  0.772  0.203  0.318]
[ 2.887376 -1.252519 -1.096477],	[ 1.641  0.644  0.054  0.786  1.033  0.332]
[ 2.900316 -1.275271 -1.022558],	[ 1.662  0.549  0.050  0.525  0.872  0.354]
[ 2.922811 -1.309035 -0.952744],	[ 1.662  0.508  0.050  0.704  1.171  0.354]
[ 2.938547 -1.330500 -0.923998],	[ 1.662  0.482  0.050  0.815  0.412  0.354]
[ 2.965800 -1.365685 -0.899358],	[ 1.662  0.488  0.056  0.631  0.177  0.353]
[ 2.985224 -1.389818 -0.887038],	[ 1.683  0.542  0.058  0.066  0.321  0.354]
[ 3.002963 -1.411385 -0.878825],	[ 1.662  0.595  0.061  0.033  0.544  0.354]
[ 3.029344 -1.442790 -0.862398],	[ 1.662  0.611  0.063  0.043  0.139  0.354]
[ 3.056156 -1.473828 -0.854185],	[ 1.662  0.627  0.058  0.041  0.632  0.354]
[ 3.074007 -1.494154 -0.845971],	[ 1.641  0.611  0.070  0.045  0.363  0.354]
[ 3.101295 -1.524775 -0.837758],	[ 1.683  1.555  0.072  0.054  0.279  0.354]
[ 3.119235 -1.544436 -0.825438],	[ 1.662  1.102  0.071  0.057  0.395  0.342]
[ 3.147546 -1.574713 -0.813118],	[ 1.662  0.976  0.069  0.057  0.499  0.354]
[ 3.166601 -1.594525 -0.800798],	[ 1.641  0.865  0.075  0.061  0.605  0.354]
[ 3.195403 -1.623726 -0.784371],	[ 1.662  0.726  0.086  0.062  0.580  0.354]
[ 3.224341 -1.652172 -0.772052],	[ 1.662  0.736  0.730  0.061  1.171  0.337]
[ 3.243563 -1.670582 -0.759732],	[ 1.662  0.644  0.679  0.068  0.660  0.332]
[ 3.272045 -1.696979 -0.739198],	[ 1.683  0.602  0.643  0.066  0.544  0.330]
[ 3.291221 -1.714154 -0.726878],	[ 1.641  0.587  0.679  0.069  0.580  0.322]
[ 3.319407 -1.738926 -0.718665],	[ 1.662  0.528  0.557  0.075  0.751  0.326]
[ 3.338550 -1.755479 -0.710452],	[ 1.662  0.514  0.557  1.071  1.100  0.314]
[ 3.367171 -1.779747 -0.702238],	[ 1.641  0.482  0.537  0.454  0.218  0.321]
[ 3.386598 -1.795965 -0.694025],	[ 1.705  0.464  0.598  0.565  0.488  0.324]
[ 3.416214 -1.820404 -0.685812],	[ 1.683  0.521  0.301  0.927  0.478  0.321]
[ 3.435856 -1.836362 -0.677598],	[ 1.662  0.452  0.632  1.071  0.356  0.319]
[ 3.466799 -1.861243 -0.673492],	[ 1.662  0.495  0.457  0.479  1.147  0.353]
[ 3.498503 -1.886571 -0.669385],	[ 1.662  0.452  0.632  0.666  0.412  0.342]
[ 3.519812 -1.903238 -0.661172],	[ 1.662  0.470  0.465  0.772  0.190  0.342]
[ 3.550913 -1.927213 -0.652958],	[ 1.600  0.495  0.598  1.052  0.279  0.354]
[ 3.571787 -1.943013 -0.644745],	[ 1.662  0.514  0.500  0.608  0.387  0.354]
[ 3.602265 -1.965644 -0.632425],	[ 1.662  0.549  0.744  1.071  0.302  0.354]
[ 3.623098 -1.980766 -0.620105],	[ 1.662  0.587  0.457  0.815  0.458  0.354]
[ 3.653318 -2.002267 -0.615999],	[ 1.662  0.571  0.598  1.052  0.395  0.354]
[ 3.673341 -2.016271 -0.607785],	[ 1.520  0.595  0.296  1.052  0.274  0.354]
[ 3.703522 -2.037067 -0.599572],	[ 1.641  0.579  0.426  0.758  0.468  0.353]
[ 3.733858 -2.057635 -0.591359],	[ 1.662  0.579  0.692  0.430  0.555  0.354]
[ 3.753787 -2.071005 -0.587252],	[ 1.641  0.556  0.457  0.608  0.499  0.354]
[ 3.784491 -2.091019 -0.570825],	[ 1.579  0.595  0.527  1.033  0.568  0.354]
[ 3.805140 -2.104085 -0.562612],	[ 1.662  0.635  0.598  0.296  1.171  0.350]
[ 3.837010 -2.123893 -0.554399],	[ 1.641  0.542  0.730  1.014  0.356  0.353]
[ 3.857837 -2.136671 -0.546185],	[ 1.662  0.542  0.457  0.525  0.321  0.342]
[ 3.890055 -2.155908 -0.529759],	[ 1.500  0.514  0.509  0.497  0.704  0.354]
[ 3.911959 -2.168583 -0.521545],	[ 1.662  0.521  0.491  0.631  0.468  0.354]
[ 3.937711 -2.182383 -0.410666],	[ 1.683  1.704  0.281  0.437  0.379  0.351]
[ 3.962179 -2.190287 -0.234079],	[ 1.462  1.639  0.322  0.525  0.970  0.354]
[ 3.978864 -2.193621 -0.172480],	[ 0.870  1.132  0.239  0.515  0.218  0.352]
[ 4.003048 -2.197094 -0.123200],	[ 0.859  0.854  0.311  0.525  0.321  0.348]
[ 4.019952 -2.199048 -0.110880],	[ 1.662  0.787  0.281  0.525  0.468  0.352]
[ 4.046428 -2.201782 -0.098560],	[ 1.662  0.736  0.133  0.242  0.248  0.353]
[ 4.058935 -2.203657 -0.193013],	[ 0.745  1.363  0.127  0.301  0.751  0.351]
[ 4.080873 -2.209396 -0.307999],	[ 0.905  1.162  0.228  1.071  0.458  0.350]
[ 4.094503 -2.214038 -0.344959],	[ 1.662  0.889  0.232  0.815  0.632  0.340]
[ 4.116945 -2.222537 -0.373706],	[ 1.662  0.831  0.243  0.479  0.704  0.337]
[ 4.131952 -2.228489 -0.377812],	[ 1.662  0.726  0.247  1.071  0.468  0.341]
[ 4.155842 -2.238082 -0.381919],	[ 1.559  0.653  0.235  0.206  0.891  0.341]
[ 4.178981 -2.247200 -0.369599],	[ 1.662  0.635  0.232  0.301  0.719  0.321]
[ 4.194858 -2.253322 -0.365492],	[ 1.662  0.556  0.232  0.162  1.147  0.330]
[ 4.219772 -2.262687 -0.353173],	[ 1.662  0.495  0.239  0.210  0.488  0.339]
[ 4.236574 -2.268831 -0.349066],	[ 1.539  0.521  0.193  0.197  0.592  0.346]
[ 4.262873 -2.278220 -0.340853],	[ 1.662  0.564  0.205  0.151  0.818  0.336]
[ 4.280170 -2.284275 -0.332639],	[ 1.662  0.564  0.232  0.165  0.689  0.350]
[ 4.307468 -2.293443 -0.307999],	[ 1.205  0.549  0.214  0.180  1.077  0.348]
[ 4.326288 -2.299041 -0.279253],	[ 0.775  0.579  0.218  0.242  0.499  0.353]
[ 4.355375 -2.306805 -0.250506],	[ 0.647  0.571  0.199  0.093  0.321  0.354]
[ 4.385918 -2.314158 -0.225866],	[ 0.656  0.644  0.205  0.238  0.580  0.354]
[ 4.406776 -2.318852 -0.213546],	[ 0.656  0.549  0.193  0.153  0.510  0.353]
[ 4.438072 -2.324742 -0.135520],	[ 0.600  0.579  0.196  0.223  0.568  0.354]
[ 4.460661 -2.326798 -0.053387],	[ 1.683  0.611  0.190  0.238  0.458  0.354]
[ 4.494249 -2.326855  0.032853],	[ 0.795  0.542  0.182  0.335  0.145  0.352]
[ 4.515164 -2.325768  0.065707],	[ 0.426  0.542  0.182  0.259  0.207  0.354]
[ 4.546024 -2.323069  0.102666],	[ 1.662  0.571  0.165  0.340  0.448  0.342]
[ 4.565976 -2.320886  0.119093],	[ 1.600  0.587  0.148  0.250  0.274  0.342]
[ 4.594119 -2.317369  0.114986],	[ 1.641  1.914  0.132  0.272  1.171  0.354]
[ 4.610668 -2.316534  0.008213],	[ 0.837  1.044  0.133  0.188  0.363  0.354]
[ 4.635889 -2.318426 -0.123200],	[ 0.517  0.938  0.119  0.151  0.248  0.354]
[ 4.661287 -2.322605 -0.184800],	[ 0.421  0.777  0.115  0.143  0.315  0.354]
[ 4.679684 -2.326288 -0.205333],	[ 0.441  0.717  0.114  0.149  0.872  0.354]
[ 4.709554 -2.332668 -0.213546],	[ 0.441  0.707  0.111  0.134  0.448  0.354]
[ 4.730863 -2.337344 -0.213546],	[ 0.431  0.595  0.106  0.139  0.379  0.354]
[ 4.764987 -2.344693 -0.205333],	[ 0.392  0.571  0.101  0.134  0.910  0.353]
[ 4.789763 -2.349853 -0.205333],	[ 0.401  0.595  0.099  0.119  0.348  0.354]
[ 4.829144 -2.357632 -0.188906],	[ 0.383  0.587  0.105  0.121  0.186  0.351]
[ 4.856618 -2.362633 -0.172480],	[ 0.335  0.549  0.844  0.111  0.348  0.354]
[ 4.898365 -2.369596 -0.160160],	[ 0.251  0.571  0.730  0.104  0.203  0.354]
[ 4.938465 -2.375807 -0.147840],	[ 0.196  0.571  0.457  0.102  0.458  0.344]
[ 4.963934 -2.379562 -0.143733],	[ 0.171  0.602  0.537  0.097  0.478  0.354]
[ 5.001510 -2.384948 -0.139626],	[ 0.126  0.579  0.509  0.104  0.088  0.354]
[ 5.020902 -2.388012 -0.184800],	[ 0.158  1.939  0.363  0.575  0.148  0.354]
[ 5.046239 -2.394552 -0.299786],	[ 0.258  1.381  0.730  0.679  0.356  0.353]
[ 5.062354 -2.400015 -0.344959],	[ 0.253  1.087  0.730  1.090  0.854  0.354]
[ 5.086452 -2.409071 -0.365492],	[ 0.234  0.877  0.491  0.861  0.970  0.352]
[ 5.101901 -2.415090 -0.373706],	[ 0.224  0.726  0.667  0.575  0.488  0.352]
[ 5.119091 -2.422581 -0.476372],	[ 0.220  1.771  0.598  0.961  0.689  0.352]
[ 5.134165 -2.431364 -0.566719],	[ 0.218  1.194  0.281  0.525  0.478  0.355]
[ 5.142894 -2.437149 -0.599572],	[ 0.214  1.017  0.814  0.488  0.910  0.354]
[ 5.157522 -2.447446 -0.620105],	[ 0.203  0.865  0.500  0.831  0.328  0.354]
[ 5.167790 -2.454842 -0.624212],	[ 0.179  0.777  0.527  1.033  0.235  0.354]
[ 5.184784 -2.467083 -0.624212],	[ 0.159  0.717  0.547  0.619  0.421  0.354]
[ 5.190385 -2.471249 -0.665278],	[ 0.144  1.771  0.643  0.815  0.308  0.355]
[ 5.195982 -2.476110 -0.792585],	[ 0.147  1.259  0.296  1.052  0.127  0.354]
[ 5.198016 -2.478387 -0.895251],	[ 0.143  1.058  0.170  0.136  0.230  0.342]
[ 5.199265 -2.480175 -1.071837],	[ 0.239  0.831  0.291  0.329  0.328  0.354]
[ 5.199848 -2.481346 -1.166291],	[ 0.321  0.756  0.015  0.815  0.239  0.354]
[ 5.200303 -2.482574 -1.293597],	[ 1.662  0.717  0.051  0.134  0.719  0.354]
[ 5.200191 -2.482152 -1.330557],	[ 1.559  0.619  0.075  0.160  0.132  0.354]
[ 5.199895 -2.480877 -1.359303],	[ 1.683  0.717  0.075  0.158  0.818  0.354]
[ 5.200080 -2.481730 -1.367517],	[ 1.662  0.627  0.076  0.177  0.990  0.353]
[ 5.200145 -2.482161 -1.404477],	[ 1.683  0.653  0.078  0.188  1.171  0.354]
[ 5.200126 -2.482164 -1.486610],	[ 1.620  0.661  0.071  0.231  1.171  0.354]
[ 5.200129 -2.482164 -1.478397],	[ 1.662  0.644  0.062  0.231  0.296  0.353]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.670  0.063  0.227  1.147  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.627  0.069  0.227  1.147  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.602  0.067  0.227  0.929  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.579  0.068  0.223  1.077  0.345]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.602  0.068  0.234  1.171  0.354]
