pose,ir
[ 5.200058 -2.481294 -1.486610],	[ 1.683  0.595  0.069  0.227  1.147  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.579  0.070  0.223  1.147  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.571  0.070  0.227  1.147  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.571  0.069  0.231  1.147  0.354]
[ 5.200058 -2.481294 -1.486610],	[ 1.662  0.587  0.070  0.231  1.123  0.354]
[ 5.200126 -2.482164 -1.503036],	[ 1.683  0.595  0.070  0.227  0.704  0.353]
[ 5.200157 -2.482599 -1.515356],	[ 1.662  0.619  0.070  0.296  1.147  0.354]
[ 5.200185 -2.483035 -1.527676],	[ 1.662  0.644  0.062  0.372  0.891  0.353]
[ 5.200196 -2.483471 -1.539996],	[ 1.662  0.587  0.063  0.535  1.196  0.354]
[ 5.200205 -2.483907 -1.560530],	[ 1.683  0.579  0.069  0.386  1.171  0.354]
[ 5.200202 -2.484343 -1.572850],	[ 1.662  0.571  0.066  0.277  1.171  0.354]
[ 5.200194 -2.484780 -1.585170],	[ 1.662  0.611  0.065  0.188  0.929  0.354]
[ 5.200202 -2.484343 -1.589276],	[ 1.662  0.619  0.066  0.107  1.147  0.354]
[ 5.200188 -2.484779 -1.609810],	[ 1.641  0.587  0.068  0.246  0.296  0.354]
[ 5.200187 -2.484779 -1.634450],	[ 1.662  0.595  0.066  0.407  0.348  0.354]
[ 5.200187 -2.484779 -1.708369],	[ 1.683  0.595  0.060  0.048  1.033  0.344]
[ 5.200185 -2.484779 -1.823356],	[ 1.662  0.571  0.058  0.022  1.171  0.354]
[ 5.200053 -2.485195 -1.884956],	[ 1.683  0.542  0.071  0.032  0.157  0.354]
[ 5.200057 -2.485196 -1.926022],	[ 1.371  0.602  0.077  0.038  0.891  0.354]
[ 5.199748 -2.486013 -1.934235],	[ 1.662  0.579  0.077  0.056  1.171  0.353]
[ 5.199905 -2.485605 -1.938342],	[ 1.683  0.587  0.070  0.059  0.910  0.354]
[ 5.199747 -2.486012 -1.942449],	[ 1.520  0.619  0.076  0.072  1.171  0.354]
[ 5.198978 -2.488054 -1.930129],	[ 1.662  0.564  0.078  0.065  0.468  0.354]
[ 5.198374 -2.489691 -1.921916],	[ 1.641  0.611  0.076  0.071  1.171  0.354]
[ 5.197487 -2.492154 -1.913702],	[ 1.662  0.571  0.075  0.079  1.171  0.353]
[ 5.196467 -2.495033 -1.909596],	[ 1.662  0.579  0.073  0.089  0.767  0.354]
[ 5.194882 -2.499564 -1.905489],	[ 1.662  0.627  0.075  0.095  1.123  0.354]
[ 5.192536 -2.506139 -1.921916],	[ 1.559  0.579  0.072  0.093  1.123  0.354]
[ 5.190577 -2.511462 -1.926022],	[ 1.662  0.602  0.076  0.089  1.147  0.354]
[ 5.186869 -2.521256 -1.934235],	[ 1.086  0.579  0.077  0.096  1.171  0.354]
[ 5.183619 -2.529823 -1.938342],	[ 1.336  0.556  0.077  0.091  1.123  0.342]
[ 5.177147 -2.545086 -1.995835],	[ 0.717  0.579  0.121  0.097  1.171  0.354]
[ 5.172577 -2.554991 -2.008155],	[ 0.726  0.564  0.096  0.099  1.196  0.354]
[ 5.165306 -2.570376 -2.012262],	[ 0.717  0.564  0.090  0.095  1.147  0.354]
[ 5.160665 -2.580248 -2.008155],	[ 0.708  0.549  0.087  0.099  0.990  0.354]
[ 5.154206 -2.594087 -2.004049],	[ 0.785  0.528  0.084  0.088  0.253  0.354]
[ 5.147844 -2.607970 -1.999942],	[ 0.673  0.611  0.086  0.090  1.171  0.354]
[ 5.143898 -2.616721 -1.991729],	[ 0.690  0.564  0.082  0.089  1.171  0.354]
[ 5.138030 -2.629870 -1.987622],	[ 0.736  0.542  0.083  0.088  1.196  0.354]
[ 5.134338 -2.638256 -1.983515],	[ 0.673  0.611  0.130  0.087  1.147  0.354]
[ 5.128121 -2.652681 -1.975302],	[ 0.550  0.564  0.185  0.087  0.218  0.354]
[ 5.123859 -2.662723 -1.971195],	[ 0.615  0.556  0.844  0.087  1.196  0.354]
[ 5.117119 -2.678822 -1.962982],	[ 0.726  0.587  0.844  0.088  1.171  0.354]
[ 5.111968 -2.691329 -1.958875],	[ 0.529  0.564  0.844  0.122  1.147  0.354]
[ 5.103905 -2.711130 -1.954769],	[ 0.571  0.542  0.859  0.099  1.171  0.342]
[ 5.094908 -2.733848 -1.946555],	[ 0.615  0.549  0.844  0.084  0.363  0.342]
[ 5.088572 -2.750111 -1.938342],	[ 0.556  0.595  0.859  0.080  1.077  0.354]
[ 5.078599 -2.776194 -1.930129],	[ 0.592  0.564  0.814  0.081  1.171  0.354]
[ 5.071873 -2.794641 -1.909596],	[ 0.785  0.587  0.875  0.082  0.929  0.354]
[ 5.061934 -2.823982 -1.880849],	[ 0.837  0.579  0.859  0.116  1.171  0.354]
[ 5.055654 -2.844419 -1.860316],	[ 0.795  0.501  0.829  0.238  0.203  0.354]
[ 5.046779 -2.876821 -1.823356],	[ 0.726  0.556  0.859  1.090  0.544  0.354]
[ 5.043371 -2.892593 -1.728903],	[ 0.882  0.542  0.814  1.090  0.704  0.354]
[ 5.042623 -2.912165 -1.486610],	[ 1.462  0.549  0.859  0.099  0.532  0.354]
[ 5.044425 -2.922024 -1.310024],	[ 1.662  0.579  0.844  0.111  0.448  0.354]
[ 5.047370 -2.929761 -1.125224],	[ 1.662  0.508  0.370  0.296  1.077  0.354]
[ 5.055351 -2.939553 -0.751518],	[ 1.559  0.535  0.172  0.200  0.458  0.345]
[ 5.062376 -2.945432 -0.665278],	[ 0.882  0.535  0.104  0.996  0.521  0.350]
[ 5.074088 -2.953804 -0.595465],	[ 0.717  0.579  0.182  0.666  0.632  0.348]
[ 5.085802 -2.961402 -0.562612],	[ 0.631  0.514  0.148  0.927  0.488  0.336]
[ 5.103685 -2.972302 -0.537972],	[ 0.639  0.482  0.105  0.772  0.203  0.341]
[ 5.126773 -2.985544 -0.509225],	[ 0.615  0.476  0.109  0.631  0.532  0.326]
[ 5.144387 -2.995166 -0.492799],	[ 0.556  0.501  0.105  0.654  0.363  0.345]
[ 5.173072 -3.009987 -0.468159],	[ 0.592  0.556  0.098  0.631  0.328  0.354]
[ 5.192651 -3.019611 -0.451732],	[ 0.745  0.579  0.101  0.454  0.499  0.354]
[ 5.221756 -3.033591 -0.443519],	[ 0.848  0.571  0.093  0.250  0.218  0.354]
[ 5.240284 -3.042383 -0.439412],	[ 0.673  0.579  0.096  0.238  0.395  0.354]
[ 5.266753 -3.054793 -0.435306],	[ 0.805  0.549  0.100  0.115  0.458  0.354]
[ 5.284144 -3.062925 -0.435306],	[ 0.745  0.587  0.125  0.107  0.949  0.354]
[ 5.310249 -3.075085 -0.435306],	[ 0.745  0.549  0.158  0.093  0.689  0.353]
[ 5.337621 -3.087623 -0.422986],	[ 0.656  0.556  0.296  0.097  0.412  0.354]
[ 5.356759 -3.096130 -0.414772],	[ 0.656  0.571  0.692  0.090  0.510  0.353]
[ 5.383031 -3.106765 -0.303893],	[ 0.615  0.587  0.744  0.091  0.379  0.354]
[ 5.400095 -3.110313 -0.114986],	[ 0.755  0.644  0.390  0.115  1.033  0.354]
[ 5.427973 -3.110283  0.082133],	[ 1.662  0.602  0.251  0.107  0.186  0.354]
[ 5.445280 -3.108062  0.156053],	[ 1.683  0.556  0.218  0.127  0.348  0.354]
[ 5.470987 -3.103124  0.213546],	[ 1.662  0.587  0.177  0.111  0.544  0.354]
[ 5.487138 -3.099376  0.238186],	[ 1.559  0.571  0.247  0.106  0.348  0.342]
[ 5.512922 -3.092774  0.258719],	[ 1.662  0.508  0.247  0.107  0.134  0.352]
[ 5.530606 -3.087968  0.266933],	[ 1.662  0.528  0.376  0.061  0.532  0.354]
[ 5.553871 -3.080565  0.390132],	[ 1.620  0.595  0.301  0.059  0.356  0.353]
[ 5.577246 -3.067913  0.574932],	[ 0.795  0.627  0.156  0.263  0.193  0.354]
[ 5.591838 -3.057569  0.644745],	[ 0.870  0.564  0.144  0.091  0.387  0.352]
[ 5.613879 -3.039727  0.706345],	[ 0.826  0.571  0.127  0.095  0.379  0.330]
[ 5.628312 -3.027068  0.730985],	[ 0.795  0.549  0.148  0.095  0.818  0.322]
[ 5.648812 -3.007484  0.809011],	[ 0.699  1.102  0.142  0.076  0.990  0.298]
[ 5.667538 -2.985619  0.899358],	[ 0.765  0.889  0.133  0.082  0.214  0.352]
[ 5.679657 -2.969621  0.940424],	[ 0.837  0.644  0.130  0.102  0.175  0.249]
[ 5.698060 -2.943625  0.969171],	[ 0.726  0.549  0.133  0.104  0.166  0.201]
[ 5.710261 -2.925539  0.985598],	[ 0.775  0.488  0.124  0.111  0.458  0.199]
[ 5.728053 -2.898075  1.006131],	[ 0.755  0.424  0.133  0.119  1.147  0.203]
[ 5.739376 -2.879939  1.018451],	[ 0.755  0.452  0.129  0.119  1.196  0.211]
[ 5.755898 -2.852707  1.030771],	[ 0.805  0.398  0.133  0.115  1.171  0.239]
[ 5.766139 -2.835445  1.038984],	[ 0.736  0.470  0.127  0.108  1.123  0.354]
[ 5.778350 -2.816343  0.923998],	[ 0.726  1.771  0.142  0.119  1.171  0.354]
[ 5.786840 -2.806978  0.763838],	[ 0.623  1.132  0.163  0.139  0.929  0.175]
[ 5.801262 -2.796477  0.513332],	[ 1.100  1.989  0.426  0.090  0.767  0.346]
[ 5.811269 -2.792171  0.320319],	[ 0.745  1.073  0.632  0.277  0.632  0.333]
[ 5.827588 -2.789647  0.016427],	[ 1.705  0.990  0.363  1.052  0.248  0.354]
[ 5.843929 -2.792129 -0.271039],	[ 0.966  1.596  0.632  0.497  0.430  0.353]
[ 5.857404 -2.797180 -0.406559],	[ 0.882  1.087  0.799  1.071  0.315  0.354]
[ 5.877607 -2.807487 -0.513332],	[ 1.662  0.938  0.692  0.815  0.139  0.354]
[ 5.891939 -2.815823 -0.537972],	[ 1.559  0.877  0.844  1.033  0.263  0.354]
[ 5.913862 -2.829317 -0.558505],	[ 1.662  0.756  0.744  1.071  0.356  0.354]
[ 5.929043 -2.838782 -0.554399],	[ 1.662  0.661  0.744  1.033  0.139  0.354]
[ 5.951253 -2.852642 -0.554399],	[ 1.662  0.627  0.829  1.071  0.328  0.354]
[ 5.973530 -2.866395 -0.554399],	[ 1.559  0.535  0.609  0.454  0.099  0.354]
[ 5.988421 -2.875499 -0.546185],	[ 1.662  0.627  0.875  0.619  0.321  0.341]
[ 6.010853 -2.888996 -0.537972],	[ 1.662  0.661  0.370  0.978  0.379  0.342]
[ 6.025886 -2.897862 -0.529759],	[ 1.641  0.644  0.643  0.619  0.949  0.354]
[ 6.049295 -2.911422 -0.521545],	[ 1.559  0.670  0.547  0.515  0.592  0.354]
[ 6.064834 -2.920287 -0.517439],	[ 1.683  0.635  0.547  1.071  0.190  0.354]
[ 6.088009 -2.933375 -0.505119],	[ 1.662  0.698  0.692  0.666  0.674  0.353]
[ 6.104460 -2.942398 -0.501012],	[ 1.662  0.619  0.814  0.488  0.580  0.354]
[ 6.129438 -2.955831 -0.488692],	[ 1.662  0.579  0.679  0.758  1.171  0.354]
[ 6.146439 -2.964751 -0.480479],	[ 1.579  0.571  0.588  0.575  0.458  0.354]
[ 6.173235 -2.978475 -0.468159],	[ 1.336  0.542  0.829  0.772  0.412  0.354]
[ 6.190767 -2.987316 -0.464052],	[ 1.100  0.571  0.588  0.772  0.555  0.353]
[ 6.216172 -2.999923 -0.459946],	[ 1.129  0.635  0.730  0.654  0.334  0.354]
[ 6.241628 -3.012430 -0.455839],	[ 1.072  0.595  0.730  0.619  0.302  0.354]
[ 6.257707 -3.020271 -0.451732],	[ 0.991  0.587  0.588  0.758  0.290  0.300]
[ 6.282869 -3.032384 -0.443519],	[ 1.017  0.501  0.588  0.943  0.605  0.279]
[ 6.300599 -3.040819 -0.439412],	[ 0.991  0.458  0.465  0.978  0.704  0.296]
[ 6.328241 -3.053812 -0.439412],	[ 0.816  0.470  0.717  0.642  0.499  0.277]
[ 6.347264 -3.062574 -0.431199],	[ 0.882  0.424  0.643  1.071  0.166  0.285]
[ 6.376710 -3.075820 -0.414772],	[ 0.848  0.464  0.577  0.801  0.166  0.300]
[ 6.396713 -3.084528 -0.406559],	[ 0.859  0.508  0.799  1.090  0.177  0.339]
[ 6.427339 -3.097244 -0.390132],	[ 0.736  0.542  0.717  0.996  0.183  0.340]
[ 6.454010 -3.109185 -0.476372],	[ 0.882  1.818  0.717  1.071  0.235  0.322]
[ 6.471008 -3.119000 -0.562612],	[ 1.662  1.194  0.814  1.052  0.203  0.298]
[ 6.495747 -3.136148 -0.632425],	[ 1.662  0.877  0.537  0.445  0.207  0.305]
[ 6.511737 -3.148279 -0.657065],	[ 1.559  0.653  0.609  1.052  0.207  0.305]
[ 6.534315 -3.166155 -0.673492],	[ 1.662  0.587  0.370  0.386  0.196  0.263]
[ 6.547858 -3.177163 -0.689918],	[ 1.662  0.446  0.547  0.259  0.210  0.195]
[ 6.567551 -3.193744 -0.710452],	[ 1.620  0.424  0.643  1.071  0.218  0.178]
[ 6.580677 -3.205247 -0.726878],	[ 1.662  0.403  0.277  1.071  0.226  0.184]
[ 6.598604 -3.222474 -0.804905],	[ 1.641  0.369  0.692  0.815  0.190  0.186]
[ 6.614322 -3.241164 -0.919891],	[ 1.662  0.374  0.757  0.488  0.152  0.193]
[ 6.624144 -3.255057 -0.981491],	[ 1.683  0.339  0.679  0.565  0.230  0.199]
[ 6.638614 -3.277912 -1.022558],	[ 1.662  0.343  0.482  0.877  0.239  0.178]
[ 6.645669 -3.290458 -1.108797],	[ 1.662  1.639  0.598  0.608  0.157  0.176]
[ 6.653523 -3.311250 -1.285384],	[ 1.662  1.226  0.339  0.136  0.253  0.350]
[ 6.657140 -3.325636 -1.351090],	[ 0.991  1.058  0.844  0.386  0.230  0.354]
[ 6.661706 -3.348749 -1.392157],	[ 0.848  0.842  0.844  0.619  0.248  0.354]
[ 6.664134 -3.362942 -1.412690],	[ 0.882  0.756  0.679  1.071  0.218  0.354]
[ 6.667666 -3.385354 -1.412690],	[ 0.795  0.602  0.814  0.679  0.190  0.239]
[ 6.669795 -3.399595 -1.425010],	[ 1.205  0.521  0.744  0.454  0.203  0.231]
[ 6.672943 -3.421183 -1.425010],	[ 0.848  0.488  0.692  1.071  0.200  0.225]
[ 6.675969 -3.442348 -1.429117],	[ 0.765  0.440  0.567  1.071  0.175  0.225]
[ 6.677819 -3.455307 -1.429117],	[ 1.031  0.393  0.757  0.893  0.175  0.223]
[ 6.680700 -3.474729 -1.425010],	[ 0.805  0.383  0.757  1.071  0.177  0.217]
[ 6.682603 -3.487680 -1.425010],	[ 0.816  0.388  0.799  1.071  0.186  0.205]
[ 6.685412 -3.506672 -1.425010],	[ 0.578  0.348  0.717  1.071  0.190  0.209]
[ 6.688089 -3.525242 -1.429117],	[ 0.859  0.361  0.829  1.071  0.175  0.211]
[ 6.690056 -3.539066 -1.429117],	[ 0.717  0.356  0.757  0.488  0.180  0.187]
[ 6.692907 -3.559815 -1.437330],	[ 0.681  0.361  0.771  1.071  0.200  0.180]
[ 6.695022 -3.575380 -1.437330],	[ 0.816  0.324  0.500  0.619  0.196  0.207]
[ 6.697997 -3.600946 -1.490717],	[ 0.656  0.331  0.679  0.525  0.166  0.201]
[ 6.698964 -3.620117 -1.539996],	[ 0.755  0.331  0.785  0.575  0.175  0.207]
[ 6.699129 -3.648913 -1.581063],	[ 0.656  1.939  0.537  0.301  0.141  0.207]
[ 6.698781 -3.668109 -1.589276],	[ 0.639  0.865  0.771  1.052  0.132  0.203]
[ 6.697885 -3.694707 -1.642663],	[ 0.647  1.596  0.667  0.831  0.125  0.201]
[ 6.695494 -3.713750 -1.733009],	[ 0.681  1.596  0.757  0.831  0.141  0.217]
[ 6.690025 -3.739794 -1.802822],	[ 0.690  1.044  0.859  1.071  0.136  0.225]
[ 6.685758 -3.756717 -1.827462],	[ 0.631  0.756  0.829  0.996  0.115  0.223]
[ 6.677683 -3.784357 -1.876742],	[ 0.563  0.587  0.844  0.877  0.150  0.217]
[ 6.668776 -3.811283 -1.897276],	[ 0.585  0.452  0.814  1.071  0.159  0.217]
[ 6.662678 -3.829026 -1.901382],	[ 0.578  0.398  0.844  0.910  0.157  0.207]
[ 6.652880 -3.854705 -1.962982],	[ 0.563  0.403  0.859  1.071  0.203  0.209]
[ 6.645645 -3.871542 -1.987622],	[ 0.550  0.374  0.859  1.014  0.196  0.207]
[ 6.635181 -3.895063 -1.991729],	[ 0.563  0.374  0.875  0.978  0.190  0.197]
[ 6.628491 -3.907801 -2.119035],	[ 0.681  1.226  0.859  1.110  0.190  0.193]
[ 6.612561 -3.927974 -2.320261],	[ 0.615  1.328  0.859  0.307  0.180  0.265]
[ 6.600187 -3.940278 -2.385968],	[ 0.656  0.951  0.844  1.071  0.148  0.275]
[ 6.580296 -3.957960 -2.431141],	[ 0.647  0.698  0.844  0.996  0.169  0.279]
[ 6.561302 -3.974017 -2.443461],	[ 0.608  0.587  0.757  1.071  0.166  0.267]
[ 6.545172 -3.987376 -2.451674],	[ 0.623  0.458  0.844  1.071  0.177  0.257]
[ 6.522044 -4.005960 -2.484528],	[ 0.585  0.398  0.844  1.071  0.183  0.243]
[ 6.504565 -4.019013 -2.509167],	[ 0.647  0.408  0.859  1.090  0.200  0.235]
[ 6.479334 -4.036988 -2.529701],	[ 0.585  0.413  0.859  1.090  0.177  0.171]
[ 6.462864 -4.048460 -2.537914],	[ 0.623  0.348  0.859  1.052  0.186  0.178]
[ 6.439764 -4.063341 -2.615941],	[ 0.623  1.535  0.844  0.414  0.183  0.176]
[ 6.423249 -4.072240 -2.669327],	[ 0.929  1.242  0.771  0.430  0.183  0.176]
[ 6.398541 -4.084285 -2.698074],	[ 1.269  1.226  0.518  0.545  0.200  0.178]
[ 6.377013 -4.093839 -2.788420],	[ 0.991  1.939  0.643  0.188  0.210  0.184]
[ 6.361490 -4.098238 -2.915727],	[ 1.641  1.178  0.537  0.234  0.203  0.217]
[ 6.337359 -4.102004 -3.030713],	[ 1.662  0.820  0.500  1.052  0.203  0.211]
[ 6.319548 -4.103669 -3.059460],	[ 1.481  0.688  0.577  0.654  0.164  0.203]
[ 6.291245 -4.105489 -3.088206],	[ 1.539  0.564  0.418  1.071  0.190  0.227]
[ 6.272070 -4.106431 -3.096419],	[ 0.893  0.488  0.457  0.506  0.177  0.219]
[ 6.241552 -4.107674 -3.104633],	[ 0.978  0.446  0.491  1.033  0.166  0.207]
[ 6.220186 -4.108464 -3.108739],	[ 0.826  0.424  0.390  0.846  0.169  0.209]
[ 6.185730 -4.109408 -3.129273],	[ 0.755  0.403  0.491  0.666  0.164  0.199]
[ 6.161732 -4.109530 -3.141593],	[ 0.726  0.348  0.363  1.090  0.159  0.203]
[ 6.125520 -4.109181  3.112846],	[ 0.795  0.339  0.345  0.619  0.148  0.195]
[ 6.087191 -4.106949  3.063566],	[ 0.837  0.316  0.370  0.877  0.138  0.191]
[ 6.062424 -4.104682  3.043033],	[ 0.837  0.335  0.296  0.515  0.115  0.193]
[ 6.025982 -4.100764  3.026606],	[ 0.941  0.356  0.322  0.301  0.138  0.186]
[ 6.001303 -4.097684  3.006073],	[ 1.031  0.335  0.301  0.124  0.141  0.178]
[ 5.963782 -4.091930  2.977326],	[ 0.953  0.343  0.328  1.014  0.177  0.178]
[ 5.939271 -4.087714  2.965006],	[ 1.302  0.316  0.259  0.220  0.210  0.162]
[ 5.905101 -4.080631  2.891087],	[ 1.662  1.276  0.243  0.143  0.235  0.166]
[ 5.882033 -4.074025  2.837700],	[ 1.559  0.766  0.317  0.291  0.248  0.145]
[ 5.847005 -4.061852  2.784313],	[ 1.641  0.587  0.426  0.216  0.253  0.155]
[ 5.819366 -4.047976  2.591301],	[ 1.662  1.400  0.679  0.329  0.279  0.171]
[ 5.801918 -4.035637  2.480421],	[ 1.662  0.901  0.744  0.454  0.180  0.219]
[ 5.776385 -4.013813  2.402394],	[ 1.662  0.726  0.679  0.893  0.274  0.217]
[ 5.759827 -3.998302  2.377754],	[ 1.662  0.611  0.557  0.758  0.253  0.219]
[ 5.735486 -3.974515  2.361328],	[ 1.662  0.495  0.829  0.815  0.218  0.189]
[ 5.722288 -3.961182  2.316155],	[ 1.662  1.596  0.844  0.893  0.169  0.193]
[ 5.706706 -3.940183  2.135462],	[ 1.662  1.535  0.771  0.758  0.190  0.209]
[ 5.697537 -3.924320  2.069755],	[ 1.662  1.147  0.537  0.145  0.190  0.247]
[ 5.684953 -3.899393  2.020475],	[ 1.620  0.831  0.609  1.071  0.164  0.215]
[ 5.676548 -3.881649  2.008155],	[ 1.641  1.073  0.632  1.090  0.134  0.207]
[ 5.664589 -3.855932  2.004049],	[ 1.662  0.766  0.717  0.359  0.122  0.209]
[ 5.652035 -3.829048  2.012262],	[ 1.662  0.587  0.744  0.666  0.186  0.209]
[ 5.643155 -3.810080  2.012262],	[ 1.662  0.556  0.844  0.497  0.159  0.207]
[ 5.631195 -3.783415  1.926022],	[ 1.683  1.890  0.844  0.846  0.190  0.217]
[ 5.625524 -3.762817  1.782289],	[ 1.662  0.787  0.692  0.654  0.258  0.239]
[ 5.621660 -3.733857  1.654983],	[ 1.579  0.627  0.771  1.014  0.226  0.247]
[ 5.620448 -3.713386  1.609810],	[ 1.662  0.842  0.844  0.943  0.248  0.247]
[ 5.619896 -3.681541  1.572850],	[ 1.705  0.726  0.844  0.679  0.235  0.247]
[ 5.620032 -3.659725  1.556423],	[ 1.641  0.602  0.844  0.666  0.230  0.249]
[ 5.621704 -3.628368  1.474290],	[ 1.539  1.437  0.875  1.052  0.279  0.259]
[ 5.625417 -3.601576  1.408583],	[ 1.031  0.963  0.875  0.112  0.328  0.243]
[ 5.631212 -3.570257  1.371623],	[ 0.837  0.698  0.875  0.608  0.268  0.251]
[ 5.635634 -3.548893  1.363410],	[ 0.775  0.556  0.829  1.071  0.218  0.249]
[ 5.643267 -3.513938  1.355197],	[ 0.736  0.508  0.859  1.090  0.200  0.239]
[ 5.648659 -3.489212  1.355197],	[ 0.826  0.501  0.799  1.071  0.159  0.233]
[ 5.653734 -3.465310  1.363410],	[ 0.708  0.458  0.744  1.071  0.175  0.225]
[ 5.659856 -3.434052  1.383943],	[ 0.805  0.440  0.859  1.071  0.138  0.217]
[ 5.664006 -3.411746  1.375730],	[ 0.775  0.419  0.844  1.071  0.371  0.209]
[ 5.671245 -3.385697  1.244317],	[ 0.816  1.328  0.844  0.978  0.356  0.221]
[ 5.677446 -3.368918  1.199144],	[ 0.917  1.939  0.859  1.090  0.141  0.199]
[ 5.686597 -3.347692  1.096477],	[ 0.882  1.596  0.844  0.996  0.421  0.203]
[ 5.695935 -3.331931  0.989704],	[ 0.816  1.276  0.844  1.071  0.134  0.251]
[ 5.706282 -3.317340  0.928104],	[ 0.882  0.925  0.859  1.071  0.127  0.265]
[ 5.722953 -3.296037  0.895251],	[ 0.826  0.746  0.844  0.861  0.230  0.259]
[ 5.735027 -3.281110  0.887038],	[ 0.837  0.595  0.799  1.071  0.468  0.255]
[ 5.746745 -3.268197  0.763838],	[ 0.699  1.704  0.859  1.071  0.387  0.265]
[ 5.767457 -3.250821  0.648852],	[ 0.837  1.102  0.844  1.052  0.214  0.290]
[ 5.782330 -3.240116  0.607785],	[ 0.717  0.889  0.357  1.071  0.379  0.300]
[ 5.810345 -3.221573  0.570825],	[ 0.837  0.707  0.482  1.071  0.430  0.290]
[ 5.826174 -3.211501  0.550292],	[ 0.848  1.617  0.396  1.071  0.448  0.279]
[ 5.851286 -3.200545  0.283359],	[ 0.837  1.794  0.859  0.996  0.356  0.354]
[ 5.870501 -3.196580  0.147840],	[ 1.389  1.363  0.844  1.090  0.193  0.353]
[ 5.901381 -3.194325  0.028747],	[ 0.941  1.162  0.577  1.090  0.180  0.354]
[ 5.925378 -3.194300 -0.016427],	[ 0.795  0.901  0.598  0.642  0.138  0.354]
[ 5.945796 -3.195939 -0.160160],	[ 1.236  1.400  0.829  0.666  0.130  0.354]
[ 5.976046 -3.204267 -0.340853],	[ 0.795  1.818  0.829  0.565  0.532  0.354]
[ 5.994298 -3.211498 -0.402452],	[ 0.421  1.242  0.799  0.340  0.605  0.341]
[ 6.019463 -3.224460 -0.587252],	[ 0.212  1.865  0.396  1.090  0.735  0.342]
[ 6.031100 -3.233650 -0.710452],	[ 0.288  1.381  0.844  1.033  0.544  0.354]
[ 6.041637 -3.243460 -0.772052],	[ 0.321  1.117  0.704  1.090  1.171  0.353]
[ 6.060189 -3.262543 -0.817225],	[ 0.304  0.865  0.692  0.978  1.147  0.354]
[ 6.070294 -3.273404 -0.825438],	[ 0.324  0.766  0.730  0.877  0.430  0.354]
[ 6.082870 -3.289035 -0.940424],	[ 0.224  0.679  0.730  1.052  0.592  0.354]
[ 6.091509 -3.301626 -0.985598],	[ 0.218  0.635  0.744  1.071  0.145  0.354]
[ 6.099099 -3.313346 -1.002024],	[ 0.226  0.679  0.730  0.927  0.088  0.354]
[ 6.108398 -3.329624 -1.112904],	[ 0.431  0.635  0.567  1.071  0.068  0.354]
[ 6.113005 -3.339989 -1.178611],	[ 0.354  0.619  0.744  1.071  0.075  0.354]
[ 6.117175 -3.350539 -1.203251],	[ 0.350  0.627  0.844  0.861  0.060  0.354]
[ 6.123565 -3.367714 -1.227890],	[ 0.339  0.587  0.054  0.815  0.056  0.354]
[ 6.128625 -3.382123 -1.240210],	[ 0.342  0.602 -0.050  0.109  0.058  0.354]
[ 6.136776 -3.405620 -1.236104],	[ 0.331  0.528  0.029  1.052  0.060  0.354]
[ 6.141380 -3.418802 -1.236104],	[ 0.298  0.508  0.036  0.877  0.066  0.342]
[ 6.150020 -3.443052 -1.223784],	[ 0.282  0.571  0.031  0.301  0.070  0.354]
[ 6.156625 -3.461079 -1.215570],	[ 0.263  0.579  0.024  1.033  0.075  0.354]
[ 6.163640 -3.479417 -1.195037],	[ 0.248  0.611  0.016  0.893  0.081  0.314]
[ 6.174927 -3.507328 -1.174504],	[ 0.218  0.388  0.013  0.910  0.081  0.061]
[ 6.181713 -3.523408 -1.166291],	[ 0.198  0.312  0.005  0.091  0.090  0.063]
[ 6.189474 -3.541444 -1.162184],	[ 0.191  0.285 -0.005 -0.050  0.103  0.070]
[ 6.193950 -3.551868 -1.170397],	[ 0.171  1.328 -0.011  0.017  0.099  0.070]
[ 6.194125 -3.552268 -1.174504],	[ 0.163  0.938 -0.011  0.017  0.106  0.070]
[ 6.194127 -3.552267 -1.174504],	[ 0.163  0.564 -0.009  0.017  0.103  0.070]
[ 6.194127 -3.552267 -1.174504],	[ 0.163  0.379 -0.011  0.017  0.104  0.070]
[ 6.194127 -3.552267 -1.174504],	[ 0.161  0.302 -0.012  0.019  0.104  0.071]
[ 6.194127 -3.552267 -1.174504],	[ 0.156  0.266 -0.011  0.016  0.104  0.071]
[ 6.194127 -3.552267 -1.174504],	[ 0.161  0.252 -0.009  0.019  0.103  0.075]
[ 6.194127 -3.552267 -1.174504],	[ 0.163  0.247 -0.008  0.017  0.105  0.070]
[ 6.194127 -3.552267 -1.174504],	[ 0.166  0.252 -0.015  0.019  0.103  0.071]
[ 6.194127 -3.552267 -1.174504],	[ 0.157  0.260 -0.017  0.018  0.105  0.061]
[ 6.194290 -3.552672 -1.195037],	[ 0.163  0.258 -0.009  0.020  0.103  0.070]
[ 6.194442 -3.553081 -1.256637],	[ 0.169  0.258 -0.011  0.026  0.104  0.074]
[ 6.194329 -3.552659 -1.318237],	[ 0.161  0.260  0.005  0.024  0.097  0.079]
[ 6.194331 -3.552659 -1.310024],	[ 0.159  0.266  0.005  0.023  0.095  0.076]
